,Unnamed: 0,e_form,e_hull,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen
252,257,-0.451,0.973,9.927,0.0,3.675,3.675,3.675,90.0,90.0,90.0,-0.981
253,258,-1.5759999999999998,1.132,16.535,0.0,4.356,4.356,4.356,90.0,90.0,90.0,0.156
254,259,-0.414,0.8320000000000001,11.876,0.0,3.9010000000000002,3.9010000000000002,3.9010000000000002,90.0,90.0,90.0,0.897
255,260,-1.769,0.5720000000000001,16.587,0.0,4.361000000000001,4.361000000000001,4.361000000000001,90.0,90.0,90.0,2.575
256,261,-1.311,0.217,14.871,0.0,5.617000000000001,6.321000000000001,8.378,90.0,90.0,90.0,-3.677
257,262,-0.095,1.001,12.088,0.0,3.924,3.924,3.924,90.0,90.0,90.0,-0.7140000000000001
258,263,-1.077,1.484,17.223,0.0,4.416,4.416,4.416,90.0,90.0,90.0,-6.525
259,264,-0.966,1.545,18.032,0.0,4.484,4.484,4.484,90.0,90.0,90.0,-6.972
260,265,-0.053,1.024,12.386,0.0,3.9560000000000004,3.9560000000000004,3.9560000000000004,90.0,90.0,90.0,-0.43
261,266,-1.5630000000000002,0.976,16.23,0.0,4.329,4.329,4.329,90.0,90.0,90.0,1.368
262,267,-1.7280000000000002,-0.199,16.722,3.147,4.944,5.705,11.859000000000002,90.0,90.0,90.0,-14.179
263,268,-0.759,0.7609999999999999,11.923,0.0,3.906,3.906,3.906,90.0,90.0,90.0,1.826
264,269,-0.309,0.884,11.747,0.0,3.887,3.887,3.887,90.0,90.0,90.0,0.027000000000000003
265,270,-0.462,0.831,11.724,0.0,3.885,3.885,3.885,90.0,90.0,90.0,0.888
266,271,-0.677,0.847,13.103,0.0,4.031000000000001,4.031000000000001,4.031000000000001,90.0,90.0,90.0,1.237
267,272,-1.592,1.035,12.761,0.0,3.9960000000000004,3.9960000000000004,3.9960000000000004,90.0,90.0,90.0,-2.6660000000000004
268,273,-1.501,0.825,9.218,0.0,3.585,3.585,3.585,90.0,90.0,90.0,3.579
269,274,-1.116,1.531,16.964000000000002,0.0,4.394,4.394,4.394,90.0,90.0,90.0,-6.305
270,275,-0.8490000000000001,0.805,13.003,0.0,4.021,4.021,4.021,90.0,90.0,90.0,2.506
271,276,-1.924,0.43,16.381,0.0,6.254,6.254,6.254,57.7,57.7,57.7,-10.112
272,277,-1.7380000000000002,0.6940000000000001,12.720999999999998,0.0,3.992,3.992,3.992,90.0,90.0,90.0,3.72
273,278,-1.131,1.419,15.982,0.0,4.3069999999999995,4.3069999999999995,4.3069999999999995,90.0,90.0,90.0,-5.57
274,279,-0.7609999999999999,0.7509999999999999,11.880999999999998,0.0,3.9019999999999997,3.9019999999999997,3.9019999999999997,90.0,90.0,90.0,1.981
275,280,-0.364,0.944,14.078,0.0,4.129,4.129,4.129,90.0,90.0,90.0,-0.54
276,281,-1.795,1.229,18.699,0.0,4.539,4.539,4.539,90.0,90.0,90.0,-3.355
277,282,-1.759,0.669,11.550999999999998,0.0,3.865,3.865,3.865,90.0,90.0,90.0,0.6579999999999999
278,283,0.134,1.446,14.762,0.0,4.195,4.195,4.195,90.0,90.0,90.0,-5.074
279,284,-1.4240000000000002,1.265,14.96,0.0,4.213,4.213,4.213,90.0,90.0,90.0,-4.583
280,285,-1.957,0.8170000000000001,16.096,0.0,4.3180000000000005,4.3180000000000005,4.3180000000000005,90.0,90.0,90.0,2.774
281,286,-1.241,0.797,11.019,0.0,3.805,3.805,3.805,90.0,90.0,90.0,-0.112
282,287,-1.18,0.7759999999999999,12.189,0.0,3.935,3.935,3.935,90.0,90.0,90.0,3.385
283,288,-1.275,1.3869999999999998,15.785,0.0,4.289,4.289,4.289,90.0,90.0,90.0,-5.3260000000000005
284,289,-2.302,0.0,13.359000000000002,0.0,5.405,5.88,8.406,90.0,90.0,90.0,-7.438
285,290,-0.397,1.175,10.853,0.0,3.786,3.786,3.786,90.0,90.0,90.0,-2.795
286,291,-1.825,0.8370000000000001,14.031,0.0,4.124,4.124,4.124,90.0,90.0,90.0,-0.708
287,292,-1.695,0.31,16.429000000000002,0.0,6.075,6.367000000000001,8.495,90.0,90.0,90.0,-3.47
288,293,0.579,0.8320000000000001,12.974,0.0,4.018,4.018,4.018,90.0,90.0,90.0,-3.603
289,294,-1.196,0.578,10.264,0.0,3.716,3.716,3.716,90.0,90.0,90.0,-1.241
290,295,-0.389,0.607,11.002,0.0,3.803,3.803,3.803,90.0,90.0,90.0,0.397
291,296,0.53,0.812,13.29,0.0,4.05,4.05,4.05,90.0,90.0,90.0,-1.224
292,297,-0.121,1.331,8.321,0.0,3.465,3.465,3.465,90.0,90.0,90.0,-1.958
293,298,-1.078,0.454,18.419,0.0,6.372999999999999,6.545,8.831,90.0,90.0,90.0,-8.078
294,299,-0.464,0.863,8.826,0.0,3.534,3.534,3.534,90.0,90.0,90.0,-3.349
295,300,-0.315,0.59,14.673,0.0,4.186,4.186,4.186,90.0,90.0,90.0,-1.046
296,301,-0.159,1.41,15.594,0.0,4.272,4.272,4.272,90.0,90.0,90.0,-7.85
297,302,0.412,1.047,13.937,0.0,4.115,4.115,4.115,90.0,90.0,90.0,-6.002999999999999
298,303,-0.821,1.097,17.968,0.0,4.479,4.479,4.479,90.0,90.0,90.0,-5.049
299,304,-0.071,0.6970000000000001,10.6,0.0,3.7560000000000002,3.7560000000000002,3.7560000000000002,90.0,90.0,90.0,-2.143
300,305,-0.846,0.536,11.067,0.0,3.8110000000000004,3.8110000000000004,3.8110000000000004,90.0,90.0,90.0,-0.14400000000000002
301,306,0.8420000000000001,1.586,16.659000000000002,0.0,4.367,4.367,4.367,90.0,90.0,90.0,-2.5380000000000003
302,307,0.208,0.6709999999999999,10.652,0.0,3.762,3.762,3.762,90.0,90.0,90.0,-3.202
303,308,-1.071,0.995,16.188,0.0,4.3260000000000005,4.3260000000000005,4.3260000000000005,90.0,90.0,90.0,-4.694
304,309,-1.129,0.96,15.906,0.0,4.3,4.3,4.3,90.0,90.0,90.0,-4.425
305,310,-1.2990000000000002,0.28800000000000003,14.594,0.0,5.922000000000001,6.082999999999999,8.103,90.0,90.0,90.0,-7.065
306,311,-0.396,0.569,11.049,0.0,3.8089999999999997,3.8089999999999997,3.8089999999999997,90.0,90.0,90.0,-1.534
307,312,-0.475,0.716,11.354,0.0,3.843,3.843,3.843,90.0,90.0,90.0,-2.697
308,313,-1.073,1.001,16.662,0.0,4.367,4.367,4.367,90.0,90.0,90.0,-4.301
309,314,-0.632,0.595,10.754,0.0,3.7739999999999996,3.7739999999999996,3.7739999999999996,90.0,90.0,90.0,-0.023
310,315,-1.855,0.542,13.693,0.0,4.091,4.091,4.091,90.0,90.0,90.0,-0.207
311,316,0.6559999999999999,0.978,14.303,0.0,4.151,4.151,4.151,90.0,90.0,90.0,-4.928
312,317,-1.166,0.911,16.076,0.0,4.316,4.316,4.316,90.0,90.0,90.0,-3.876
313,318,-0.15,0.913,14.106,0.0,4.132,4.132,4.132,90.0,90.0,90.0,-4.3660000000000005
314,319,-0.13,0.602,11.997,0.0,3.915,3.915,3.915,90.0,90.0,90.0,0.91
315,320,-0.361,0.446,18.928,0.6659999999999999,6.188,6.317,9.684,90.0,90.0,90.0,-9.922
316,321,-0.98,1.167,17.096,0.0,4.405,4.405,4.405,90.0,90.0,90.0,-4.391
317,322,0.241,1.084,9.561,0.0,3.6289999999999996,3.6289999999999996,3.6289999999999996,90.0,90.0,90.0,-6.376
318,323,-1.212,0.91,15.154000000000002,0.0,4.232,4.232,4.232,90.0,90.0,90.0,-4.013
319,324,-0.434,0.894,11.396,0.0,3.8480000000000003,3.8480000000000003,3.8480000000000003,90.0,90.0,90.0,-4.9110000000000005
320,325,-0.62,0.529,11.102,0.0,3.815,3.815,3.815,90.0,90.0,90.0,-1.162
321,326,-1.228,0.503,11.789,0.0,5.6160000000000005,5.6160000000000005,5.6160000000000005,57.5,57.5,57.5,3.766
322,327,0.83,1.636,12.753,0.0,3.995,3.995,3.995,90.0,90.0,90.0,-10.045
323,328,-1.71,0.319,12.368,0.634,5.718,5.718,5.718,57.2,57.2,57.2,3.792
324,329,-0.877,1.148,17.779,0.0,4.463,4.463,4.463,90.0,90.0,90.0,-5.169
325,330,0.038,0.6759999999999999,10.664,0.0,3.764,3.764,3.764,90.0,90.0,90.0,-2.603
326,331,-1.721,0.599,15.438,0.0,4.258,4.258,4.258,90.0,90.0,90.0,1.147
327,332,-0.451,0.53,11.787,0.0,3.892,3.892,3.892,90.0,90.0,90.0,2.319
328,333,-2.093,-0.14,15.048,1.537,6.121,6.121,6.121,56.9,56.9,56.9,2.677
329,334,-0.045,0.718,15.385,0.0,4.253,4.253,4.253,90.0,90.0,90.0,-2.377
330,335,0.25,0.65,12.312,0.0,3.948,3.948,3.948,90.0,90.0,90.0,-2.224
331,336,-0.92,1.0590000000000002,17.364,0.0,4.428,4.428,4.428,90.0,90.0,90.0,-5.089
332,337,-0.841,1.092,17.62,0.0,4.45,4.45,4.45,90.0,90.0,90.0,-5.2189999999999985
333,338,0.175,0.713,12.562,0.0,3.975,3.975,3.975,90.0,90.0,90.0,-1.231
334,339,-1.527,0.523,15.591,0.0,4.272,4.272,4.272,90.0,90.0,90.0,-0.15
335,340,1.228,2.041,16.055,0.0,4.314,4.314,4.314,90.0,90.0,90.0,-13.309
336,341,-0.894,0.626,11.88,0.0,3.9019999999999997,3.9019999999999997,3.9019999999999997,90.0,90.0,90.0,3.962
337,342,-0.081,0.635,12.01,0.0,3.9160000000000004,3.9160000000000004,3.9160000000000004,90.0,90.0,90.0,0.011
338,343,-0.598,0.255,11.408,0.0,5.541,5.587999999999999,7.37,90.0,90.0,90.0,1.5519999999999998
339,344,-0.8740000000000001,0.258,12.373,0.0,5.6129999999999995,5.6129999999999995,5.6129999999999995,59.5,59.5,59.5,1.928
340,345,-1.244,0.8,13.351,0.0,4.0569999999999995,4.0569999999999995,4.0569999999999995,90.0,90.0,90.0,-3.267
341,346,-1.199,0.7390000000000001,9.482,0.0,3.6189999999999998,3.6189999999999998,3.6189999999999998,90.0,90.0,90.0,0.447
342,347,-0.944,1.092,17.212,0.0,4.415,4.415,4.415,90.0,90.0,90.0,-5.021
343,348,-0.6509999999999999,0.615,13.242,0.0,4.045,4.045,4.045,90.0,90.0,90.0,-0.539
344,349,-1.127,0.441,15.959,0.0,6.166,6.182,8.373,90.0,90.0,90.0,-8.702
345,350,-1.935,0.303,12.233,1.182,5.669,5.669,5.669,57.8,57.8,57.8,3.741
346,351,-0.913,1.007,16.532,0.0,4.356,4.356,4.356,90.0,90.0,90.0,-4.78
347,352,-0.8690000000000001,0.401,11.481,0.0,5.5120000000000005,5.556,7.499,90.0,90.0,90.0,3.045
348,353,-0.568,0.325,13.299,0.0,5.691,5.773,8.096,90.0,90.0,90.0,0.8170000000000001
349,354,-1.779,0.857,18.042,0.0,4.485,4.485,4.485,90.0,90.0,90.0,-1.67
350,355,-1.763,0.277,11.239,0.0,5.4879999999999995,5.517,7.425,90.0,90.0,90.0,-0.149
351,356,0.374,0.983,14.819,0.0,4.2,4.2,4.2,90.0,90.0,90.0,-4.985
352,357,-1.233,0.873,15.613,0.0,4.274,4.274,4.274,90.0,90.0,90.0,-3.584
353,358,-2.267,0.237,14.996,1.753,5.813,6.082000000000001,8.484,90.0,90.0,90.0,2.881
354,359,-1.358,0.274,11.057,0.0,5.524,5.565,7.194,90.0,90.0,90.0,1.401
355,360,-1.355,0.602,12.121,0.0,3.928,3.928,3.928,90.0,90.0,90.0,4.501
356,361,-1.123,0.922,16.727999999999998,0.0,4.373,4.373,4.373,90.0,90.0,90.0,-3.817
357,362,-0.362,1.212,14.409,0.0,4.1610000000000005,4.1610000000000005,4.1610000000000005,90.0,90.0,90.0,-7.276
358,363,0.077,0.877,11.421,0.0,3.8510000000000004,3.8510000000000004,3.8510000000000004,90.0,90.0,90.0,-4.622
359,364,-1.681,0.5920000000000001,14.302,0.0,4.151,4.151,4.151,90.0,90.0,90.0,-0.649
360,365,-0.416,2.685,18.084,0.0,4.488,4.488,4.488,90.0,90.0,90.0,-1.4980000000000002
361,366,1.216,2.64,12.409,0.0,3.9589999999999996,3.9589999999999996,3.9589999999999996,90.0,90.0,90.0,-8.056000000000001
362,367,-0.574,2.4090000000000003,9.41,0.0,3.61,3.61,3.61,90.0,90.0,90.0,-4.998
363,368,-0.025,2.01,9.791,0.0,3.658,3.658,3.658,90.0,90.0,90.0,1.49
364,369,1.11,2.562,12.637,0.0,3.983,3.983,3.983,90.0,90.0,90.0,-3.811
365,370,0.152,2.775,6.7410000000000005,0.0,3.23,3.23,3.23,90.0,90.0,90.0,-5.652
366,371,0.652,3.342,18.571,0.0,4.5280000000000005,4.5280000000000005,4.5280000000000005,90.0,90.0,90.0,-8.221
367,372,0.113,2.611,7.436,0.0,3.338,3.338,3.338,90.0,90.0,90.0,-7.318
368,373,0.213,2.336,14.181,0.0,4.138999999999999,4.138999999999999,4.138999999999999,90.0,90.0,90.0,-0.018000000000000002
369,374,0.4970000000000001,3.281,15.719,0.0,4.283,4.283,4.283,90.0,90.0,90.0,-8.695
370,375,1.069,2.95,13.744000000000002,0.0,4.096,4.096,4.096,90.0,90.0,90.0,-8.431000000000001
371,376,-0.244,3.029,18.681,0.0,4.537,4.537,4.537,90.0,90.0,90.0,-4.648
372,377,0.418,2.356,9.511,0.0,3.623,3.623,3.623,90.0,90.0,90.0,-2.5340000000000003
373,378,-0.315,2.274,10.118,0.0,3.699,3.699,3.699,90.0,90.0,90.0,-1.803
374,379,1.394,3.422,16.308,0.0,4.336,4.336,4.336,90.0,90.0,90.0,-1.902
375,380,0.823,2.465,9.627,0.0,3.638,3.638,3.638,90.0,90.0,90.0,-6.409
376,381,-0.467,2.895,16.144000000000002,0.0,4.322,4.322,4.322,90.0,90.0,90.0,-5.142
377,382,-0.51,2.833,15.8,0.0,4.291,4.291,4.291,90.0,90.0,90.0,-5.129
378,383,0.233,3.161,17.434,0.0,4.434,4.434,4.434,90.0,90.0,90.0,-7.102
379,384,0.155,2.322,10.011,0.0,3.685,3.685,3.685,90.0,90.0,90.0,-3.619
380,385,0.21,2.572,10.807,0.0,3.781,3.781,3.781,90.0,90.0,90.0,-6.3
381,386,-0.42,2.8710000000000004,16.624000000000002,0.0,4.364,4.364,4.364,90.0,90.0,90.0,-5.05
382,387,-0.116,2.046,9.982,0.0,3.682,3.682,3.682,90.0,90.0,90.0,-0.598
383,388,-1.258,1.936,13.578,0.0,4.079,4.079,4.079,90.0,90.0,90.0,-0.733
384,389,1.291,2.815,13.973,0.0,4.119,4.119,4.119,90.0,90.0,90.0,-7.553
385,390,-0.484,2.84,15.905,0.0,4.3,4.3,4.3,90.0,90.0,90.0,-5.167999999999998
386,391,0.501,2.801,14.012,0.0,4.123,4.123,4.123,90.0,90.0,90.0,-5.894
387,392,0.308,2.0980000000000003,11.344,0.0,3.842,3.842,3.842,90.0,90.0,90.0,0.614
388,393,1.879,3.927,16.993,0.0,4.396,4.396,4.396,90.0,90.0,90.0,-4.527
389,394,-0.399,2.958,16.488,0.0,4.352,4.352,4.352,90.0,90.0,90.0,-4.081
390,395,0.961,3.047,8.156,0.0,3.4419999999999997,3.4419999999999997,3.4419999999999997,90.0,90.0,90.0,-10.088
391,396,-0.574,2.8310000000000004,15.132,0.0,4.229,4.229,4.229,90.0,90.0,90.0,-5.1320000000000014
392,397,0.338,2.929,11.048,0.0,3.8089999999999997,3.8089999999999997,3.8089999999999997,90.0,90.0,90.0,-8.3
393,398,-0.058,2.262,10.023,0.0,3.687,3.687,3.687,90.0,90.0,90.0,-3.248
394,399,-0.7709999999999999,1.51,11.628,0.0,3.8739999999999997,3.8739999999999997,3.8739999999999997,90.0,90.0,90.0,3.943
395,400,1.582,3.622,12.965,0.0,4.0169999999999995,4.0169999999999995,4.0169999999999995,90.0,90.0,90.0,-14.748
396,401,-1.19,1.383,12.499,1.744,3.968,3.968,3.968,90.0,90.0,90.0,4.31
397,402,-0.297,3.0010000000000003,17.374000000000002,0.0,4.428999999999999,4.428999999999999,4.428999999999999,90.0,90.0,90.0,-4.95
398,403,0.6759999999999999,2.525,9.346,0.0,3.602,3.602,3.602,90.0,90.0,90.0,-5.604
399,404,-1.17,1.943,15.3,0.0,4.245,4.245,4.245,90.0,90.0,90.0,1.429
400,405,-0.029,1.805,11.227,0.0,3.8289999999999997,3.8289999999999997,3.8289999999999997,90.0,90.0,90.0,2.486
401,406,-1.378,1.368,16.389,1.515,4.343999999999999,4.343999999999999,4.343999999999999,90.0,90.0,90.0,4.0280000000000005
402,407,0.5589999999999999,2.5340000000000003,14.833,0.0,4.2010000000000005,4.2010000000000005,4.2010000000000005,90.0,90.0,90.0,-3.923
403,408,0.797,2.3680000000000003,11.579,0.0,3.8680000000000003,3.8680000000000003,3.8680000000000003,90.0,90.0,90.0,-3.802
404,409,-0.334,2.815,17.312,0.0,4.4239999999999995,4.4239999999999995,4.4239999999999995,90.0,90.0,90.0,-4.994
405,410,-0.294,2.992,17.629,0.0,4.45,4.45,4.45,90.0,90.0,90.0,-4.606
406,411,0.667,2.327,11.79,0.0,3.892,3.892,3.892,90.0,90.0,90.0,-0.4
407,412,-1.009,2.119,15.467,0.0,4.261,4.261,4.261,90.0,90.0,90.0,0.196
408,413,1.836,3.871,16.155,0.0,4.323,4.323,4.323,90.0,90.0,90.0,-15.921
409,414,-0.466,1.614,11.364,0.0,3.844,3.844,3.844,90.0,90.0,90.0,3.731
410,415,0.416,2.194,11.27,0.0,3.8339999999999996,3.8339999999999996,3.8339999999999996,90.0,90.0,90.0,-2.071
411,416,0.07200000000000001,1.954,11.119000000000002,0.0,3.8169999999999997,3.8169999999999997,3.8169999999999997,90.0,90.0,90.0,1.369
412,417,-0.284,1.817,11.918,0.0,3.906,3.906,3.906,90.0,90.0,90.0,2.3480000000000003
413,418,-0.5760000000000001,2.697,13.367,0.0,4.058,4.058,4.058,90.0,90.0,90.0,-5.495
414,419,-0.8370000000000001,1.894,8.357000000000001,0.0,3.47,3.47,3.47,90.0,90.0,90.0,0.59
415,420,-0.41,2.9130000000000003,17.464000000000002,0.0,4.436,4.436,4.436,90.0,90.0,90.0,-4.459
416,421,-0.053,2.164,13.101,0.0,4.031000000000001,4.031000000000001,4.031000000000001,90.0,90.0,90.0,-1.197
417,422,0.66,3.408,18.084,0.0,4.488,4.488,4.488,90.0,90.0,90.0,-9.204
418,423,-1.443,1.307,12.282,2.039,3.945,3.945,3.945,90.0,90.0,90.0,5.114
419,424,-0.313,2.8360000000000003,16.383,0.0,4.343,4.343,4.343,90.0,90.0,90.0,-5.061
420,425,-0.377,1.7,11.233,0.0,3.83,3.83,3.83,90.0,90.0,90.0,3.031
421,426,0.034,1.93,12.935,0.0,4.013999999999999,4.013999999999999,4.013999999999999,90.0,90.0,90.0,1.175
422,427,-1.216,2.234,17.835,0.0,4.468,4.468,4.468,90.0,90.0,90.0,-0.903
423,428,-0.984,1.888,11.362,0.0,3.844,3.844,3.844,90.0,90.0,90.0,-1.49
424,429,0.987,2.767,14.724,0.0,4.191,4.191,4.191,90.0,90.0,90.0,-5.9929999999999986
425,430,-0.539,2.738,15.502,0.0,4.263999999999999,4.263999999999999,4.263999999999999,90.0,90.0,90.0,-5.142
426,431,-1.577,1.601,15.778,1.741,4.289,4.289,4.289,90.0,90.0,90.0,4.164
427,432,-0.76,1.928,10.263,0.0,3.716,3.716,3.716,90.0,90.0,90.0,0.246
428,433,-0.908,1.384,11.683,0.0,3.88,3.88,3.88,90.0,90.0,90.0,4.583
429,434,-0.431,2.9360000000000004,16.42,0.0,4.346,4.346,4.346,90.0,90.0,90.0,-5.185
430,435,0.28600000000000003,3.036,14.632,0.0,4.1819999999999995,4.1819999999999995,4.1819999999999995,90.0,90.0,90.0,-7.777
431,436,0.757,2.783,10.567,0.0,3.752,3.752,3.752,90.0,90.0,90.0,-7.79
432,437,-1.084,1.999,14.199000000000002,0.0,4.141,4.141,4.141,90.0,90.0,90.0,-1.32
433,438,-2.857,0.106,19.583,0.0,6.449,6.603,9.198,90.0,90.0,90.0,0.61
434,439,-1.26,0.117,14.380999999999998,0.0,5.837999999999999,5.837999999999999,5.837999999999999,61.0,61.0,61.0,0.032
435,440,-2.721,0.218,12.057,0.0,3.9210000000000003,3.9210000000000003,3.9210000000000003,90.0,90.0,90.0,0.638
436,441,-2.06,0.282,13.2,0.0,4.041,4.041,4.041,90.0,90.0,90.0,2.226
437,442,-1.3090000000000002,0.223,14.591,0.0,5.852,5.882999999999999,8.478,90.0,90.0,90.0,0.54
438,443,-1.399,1.291,10.375,0.0,3.73,3.73,3.73,90.0,90.0,90.0,-1.864
439,444,-1.781,0.564,20.209,0.0,4.658,4.658,4.658,90.0,90.0,90.0,-0.983
440,445,-1.82,0.638,11.231,0.0,3.8289999999999997,3.8289999999999997,3.8289999999999997,90.0,90.0,90.0,-1.5319999999999998
441,446,-2.066,0.005,16.717,0.0,6.165,6.165,6.165,60.4,60.4,60.4,1.929
442,447,-2.1180000000000003,0.431,16.973,0.0,6.124,6.367000000000001,8.705,90.0,90.0,90.0,-1.09
443,448,-1.482,0.284,15.259,0.0,5.952999999999999,6.062,8.457,90.0,90.0,90.0,-0.4370000000000001
444,449,-2.784,0.15,18.712,0.0,6.355,6.496,9.066,90.0,90.0,90.0,-0.006
445,450,-1.842,0.111,12.761,0.0,5.642,5.646,8.012,90.0,90.0,90.0,0.6629999999999999
446,451,-2.461,0.123,12.39,0.258,5.607,5.607,7.882000000000001,90.0,90.0,90.0,1.778
447,452,-0.977,0.779,19.097,0.0,4.571000000000001,4.571000000000001,4.571000000000001,90.0,90.0,90.0,-0.67
448,453,-1.4580000000000002,0.135,12.5,0.0,5.615,5.615,5.615,59.9,59.9,59.9,-0.068
449,454,-2.9810000000000003,0.119,16.739,0.0,6.1770000000000005,6.199,8.743,90.0,90.0,90.0,0.203
450,455,-3.016,0.108,16.442999999999998,0.0,6.145,6.159,8.689,90.0,90.0,90.0,0.302
451,456,-2.298,0.331,17.647000000000006,0.0,6.296,6.422000000000001,8.729,90.0,90.0,90.0,-0.631
452,457,-2.095,0.0,12.547,0.0,3.9730000000000003,3.9730000000000003,3.9730000000000003,90.0,90.0,90.0,1.185
453,458,-2.147,0.084,13.026,0.0,4.023,4.023,4.023,90.0,90.0,90.0,0.071
454,460,-2.299,0.226,12.316,0.0,5.585,5.585,5.585,60.0,60.0,60.0,3.341
455,461,-3.625,-0.247,14.549,3.687,4.1739999999999995,4.1739999999999995,4.1739999999999995,90.0,90.0,90.0,6.9620000000000015
456,462,-1.256,0.197,15.617,0.0,6.004,6.09,8.543,90.0,90.0,90.0,-0.106
457,463,-2.999,0.118,16.584,0.0,6.159,6.171,8.727,90.0,90.0,90.0,0.243
458,464,-1.998,0.123,15.248,0.0,4.24,4.24,4.24,90.0,90.0,90.0,-0.026
459,465,-1.727,0.121,13.345,0.0,5.702999999999999,5.773,8.106,90.0,90.0,90.0,2.572
460,466,-0.736,1.041,17.616,0.0,4.449,4.449,4.449,90.0,90.0,90.0,-2.699
461,467,-2.903,0.132,18.41,0.0,6.34,6.441,9.017000000000001,90.0,90.0,90.0,0.259
462,468,-1.359,0.56,12.470999999999998,0.0,3.965,3.965,3.965,90.0,90.0,90.0,-1.374
463,469,-3.068,0.095,15.95,0.0,6.085,6.087000000000001,8.613,90.0,90.0,90.0,0.483
464,470,-2.112,0.337,13.482,0.0,5.755,5.755,5.755,60.0,60.0,60.0,-0.626
465,471,-2.269,0.111,12.644,0.0,5.626,5.638,7.972,90.0,90.0,90.0,1.152
466,472,-2.585,0.004,13.348,0.0,4.056,4.056,4.056,90.0,90.0,90.0,5.505
467,473,-1.0659999999999998,0.7390000000000001,15.119000000000002,0.0,4.228,4.228,4.228,90.0,90.0,90.0,-1.796
468,474,-3.016,-0.035,14.034,0.0,4.125,4.125,4.125,90.0,90.0,90.0,6.121
469,475,-2.841,0.147,18.073,0.0,6.3,6.404,8.959,90.0,90.0,90.0,0.042
470,476,-1.591,0.177,12.698,0.0,5.625,5.659,7.979,90.0,90.0,90.0,0.252
471,477,-3.389,-0.08900000000000001,17.299,2.57,6.233,6.273,8.849,90.0,90.0,90.0,4.436
472,478,-1.874,-0.103,13.13,0.0,4.034,4.034,4.034,90.0,90.0,90.0,3.671
473,479,-3.153,-0.219,17.997,2.695,6.316,6.361000000000001,8.959,90.0,90.0,90.0,6.391
474,480,-1.947,-0.066,16.081,0.618,6.087999999999999,6.12,8.633,90.0,90.0,90.0,1.793
475,481,-1.536,-0.005,13.648,0.0,5.733,5.792999999999999,8.219,90.0,90.0,90.0,0.534
476,482,-2.872,0.14400000000000002,17.779,0.0,6.265,6.3660000000000005,8.915,90.0,90.0,90.0,0.07200000000000001
477,483,-2.815,0.149,18.356,0.0,6.3229999999999995,6.446000000000001,9.008,90.0,90.0,90.0,0.014
478,484,-1.587,0.019,13.759,0.257,5.742999999999999,5.83,8.218,90.0,90.0,90.0,1.235
479,485,-3.3,0.0,17.022000000000002,2.12,6.197,6.197,6.197,60.5,60.5,60.5,4.205
480,486,-0.745,1.007,17.9,0.0,4.473,4.473,4.473,90.0,90.0,90.0,-2.03
481,487,-2.199,0.134,13.167,0.0,4.038,4.038,4.038,90.0,90.0,90.0,4.794
482,488,-1.756,0.076,13.279000000000002,0.0,5.705,5.751,8.095,90.0,90.0,90.0,1.905
483,489,-1.953,0.071,13.15,0.0,4.0360000000000005,4.0360000000000005,4.0360000000000005,90.0,90.0,90.0,3.303
484,490,-2.254,0.063,15.293,0.0,4.244,4.244,4.244,90.0,90.0,90.0,2.979
485,491,-3.043,0.066,14.6,0.0,4.178999999999999,4.178999999999999,4.178999999999999,90.0,90.0,90.0,0.463
486,492,-2.68,0.524,11.084,1.289,3.813,3.813,3.813,90.0,90.0,90.0,4.872
487,493,-2.888,0.142,17.602999999999994,0.0,6.261,6.335,8.877,90.0,90.0,90.0,0.076
488,494,-2.443,-0.052000000000000005,14.338,0.883,4.154,4.154,4.154,90.0,90.0,90.0,4.152
489,495,-1.869,0.58,18.594,0.0,4.53,4.53,4.53,90.0,90.0,90.0,-1.287
490,496,-3.108,0.042,13.824000000000002,0.0,4.104,4.104,4.104,90.0,90.0,90.0,6.487
491,497,-2.8310000000000004,0.13,16.947,0.0,6.189,6.242999999999999,8.773,90.0,90.0,90.0,0.154
492,498,-2.254,0.056,13.076,0.0,5.699,5.699,5.699,60.0,60.0,60.0,4.347
493,499,-2.056,0.129,16.187,0.743,4.249,4.249,4.4830000000000005,90.0,90.0,90.0,3.391
494,500,-3.62,-0.004,18.557,4.363,6.369,6.443,9.045,90.0,90.0,90.0,6.151
495,501,-3.2880000000000003,-0.03,13.029000000000002,1.68,3.987,3.987,4.099,90.0,90.0,90.0,5.357
496,502,-1.548,0.136,16.086,0.0,6.065,6.147,8.63,90.0,90.0,90.0,-0.202
497,503,-3.04,0.103,16.243,0.0,6.127999999999999,6.127999999999999,8.65,90.0,90.0,90.0,0.343
498,504,-3.46,-0.094,17.58,2.645,6.256,6.32,8.892999999999999,90.0,90.0,90.0,5.448
499,505,-2.801,0.065,12.693,0.0,5.582999999999999,5.584,8.142000000000001,90.0,90.0,90.0,3.522
500,506,-2.57,0.157,13.372,0.0,4.059,4.059,4.059,90.0,90.0,90.0,5.8610000000000015
501,507,-2.957,0.129,16.909000000000002,0.0,6.185,6.242000000000001,8.759,90.0,90.0,90.0,0.106
502,508,-2.276,0.398,15.993,0.0,6.026,6.026,6.026,61.5,61.5,61.5,-0.463
503,509,-1.664,0.267,13.177,0.0,4.039,4.039,4.039,90.0,90.0,90.0,-0.4370000000000001
504,510,-3.477,-0.096,15.082,3.108,4.225,4.225,4.225,90.0,90.0,90.0,6.582000000000002
