,Unnamed: 0,pf_n,pf_p,s_n,s_p,m_n,m_p
457,457,0.8009999999999999,0.794,-455.0,465.0,0.8,0.787
458,458,1.34,0.383,-477.0,666.0,0.508,4.08
459,459,0.619,0.813,-668.0,567.0,2.14,1.84
460,460,1.08,0.0595,-307.0,748.0,0.247,4.88
461,461,0.884,0.0515,-407.0,721.0,0.528,11.9
462,462,1.1,0.0598,-335.0,707.0,0.28800000000000003,6.24
463,463,0.841,0.0704,-426.0,735.0,0.611,7.63
464,464,0.98,0.0587,-414.0,766.0,0.496,9.21
465,465,1.02,0.22,-381.0,563.0,0.401,1.93
466,466,1.07,0.207,-304.0,608.0,0.244,1.26
467,467,0.537,0.746,-646.0,571.0,2.4,1.98
468,468,0.895,0.0537,-425.0,809.0,0.5720000000000001,18.1
469,469,1.08,0.29100000000000004,-663.0,687.0,3.33,18.5
470,470,0.345,0.14800000000000002,-681.0,673.0,61.2,11.9
471,471,0.909,0.158,-399.0,634.0,0.494,2.86
472,472,0.883,0.4920000000000001,-523.0,637.0,1.95,2.13
473,473,0.6409999999999999,0.361,-537.0,650.0,1.45,4.25
474,474,0.875,0.042,-414.0,726.0,0.551,13.2
475,475,0.804,0.0269,-422.0,805.0,0.625,18.7
476,476,0.603,0.157,-544.0,774.0,5.03,89.4
477,477,0.696,0.498,-503.0,616.0,1.17,3.28
478,478,0.956,0.883,-385.0,460.0,0.446,0.493
479,479,1.03,0.0848,-344.0,736.0,0.329,5.17
480,480,0.473,4.21,-744.0,389.0,3.99,0.374
481,481,0.619,0.116,-382.0,660.0,0.789,3.76
482,482,0.386,0.111,-640.0,744.0,3.79,17.6
483,483,1.15,0.97,-417.0,459.0,0.609,0.858
484,484,0.29600000000000004,0.203,-736.0,768.0,6.77,8.62
485,485,1.03,0.0511,-375.0,814.0,0.386,7.75
486,486,0.775,0.0394,-431.0,783.0,0.688,16.7
487,487,0.536,0.033,-644.0,770.0,4.39,39.9
488,488,0.7490000000000001,0.202,-454.0,684.0,0.8,9.23
489,489,1.01,0.732,-506.0,561.0,0.899,1.78
490,490,1.05,0.107,-325.0,728.0,0.285,6.4
491,491,0.273,0.15,-571.0,624.0,3.36,7.94
492,492,0.422,0.116,-701.0,791.0,12.1,15.0
493,493,0.48,0.483,-607.0,587.0,2.21,2.36
494,494,0.914,0.0756,-389.0,796.0,0.468,5.74
495,495,0.0572,0.522,-804.0,718.0,70.7,87.9
496,496,0.713,0.0206,-488.0,743.0,0.969,1410.0
497,497,0.954,0.0574,-368.0,745.0,0.401,7.74
498,498,0.9,0.129,-394.0,711.0,0.4920000000000001,3.58
499,499,0.944,0.117,-395.0,728.0,0.466,44.0
500,500,0.845,0.322,-529.0,679.0,0.971,3.4
501,501,0.813,0.119,-469.0,728.0,0.8640000000000001,6.77
502,502,0.6920000000000001,0.0171,-475.0,819.0,0.926,369.0
503,503,0.925,0.129,-410.0,667.0,0.515,4.0
504,504,0.873,0.0244,-414.0,805.0,0.5529999999999999,70.7
505,505,0.871,0.0625,-410.0,731.0,0.547,50.3
506,506,0.7829999999999999,0.0339,-441.0,732.0,0.73,55.8
507,507,0.647,0.153,-505.0,775.0,1.26,6.3
508,508,1.29,0.912,-582.0,533.0,1.41,1.11
509,509,1.32,0.247,-454.0,668.0,0.672,2.4
510,510,0.58,0.215,-532.0,743.0,1.45,4.16
511,511,0.916,0.5720000000000001,-515.0,578.0,0.8240000000000001,1.84
512,512,0.00615,0.0184,-746.0,829.0,257.0,86.7
513,513,1.46,1.41,-573.0,462.0,1.3,0.769
514,514,0.713,0.17800000000000002,-620.0,790.0,7.95,36.8
515,515,0.679,0.0206,-492.0,756.0,1.01,1490.0
516,516,0.116,0.206,-818.0,780.0,17.5,9.53
517,517,0.384,0.0463,-635.0,760.0,3.05,25.6
518,518,0.79,0.0583,-455.0,771.0,0.745,21.0
519,519,0.2,0.106,-753.0,791.0,7.97,15.1
520,520,1.01,0.12,-412.0,721.0,0.493,7.58
521,521,0.92,0.17600000000000002,-397.0,687.0,0.483,2.73
522,522,0.21,0.0803,-714.0,816.0,7.72,30.7
523,523,1.08,0.132,-350.0,680.0,0.338,29.2
524,524,0.91,0.46,-455.0,576.0,0.833,1.61
525,525,0.8640000000000001,0.0461,-408.0,746.0,0.546,36.3
526,526,0.509,0.523,-668.0,795.0,159.0,20.0
527,527,0.936,0.104,-388.0,765.0,0.452,4.07
528,528,0.983,0.209,-408.0,654.0,0.48,271.0
529,529,0.975,0.0295,-406.0,827.0,0.477,34.6
530,530,1.41,0.665,-602.0,578.0,0.954,2.08
531,531,0.959,0.0287,-383.0,774.0,0.4320000000000001,19.4
532,532,0.963,0.406,-491.0,561.0,1.46,1.71
533,533,0.0994,0.0586,-717.0,807.0,16.4,26.3
534,534,0.8959999999999999,0.179,-396.0,684.0,0.496,226.0
535,535,0.879,0.369,-544.0,596.0,1.0,2.43
536,536,0.947,0.0564,-378.0,771.0,0.426,7.68
537,537,0.884,0.0878,-410.0,708.0,0.536,5.4
538,538,0.691,0.377,-571.0,637.0,1.72,3.18
539,539,0.877,0.297,-648.0,733.0,2.65,4.15
540,540,0.962,0.8140000000000001,-572.0,584.0,1.93,4.77
541,541,0.942,0.0299,-395.0,750.0,0.468,37.1
542,542,0.613,0.358,-661.0,727.0,17.5,5.34
543,543,0.659,0.161,-607.0,703.0,2.38,7.6
544,544,0.884,0.0242,-415.0,778.0,0.55,82.2
545,545,1.11,0.939,-422.0,463.0,0.63,0.87
546,546,0.165,0.16,-697.0,677.0,9.85,14.5
547,547,0.7140000000000001,0.0329,-483.0,786.0,0.932,88.5
548,548,0.205,0.413,-673.0,644.0,9.23,3.85
549,549,0.71,0.344,-432.0,607.0,0.818,7.26
550,550,0.8109999999999999,0.241,-432.0,688.0,0.7120000000000001,2.76
551,551,1.03,0.00983,-389.0,822.0,0.415,47.6
552,552,0.836,0.24,-464.0,621.0,0.929,3.09
553,553,1.26,1.64,-536.0,636.0,0.6559999999999999,15.1
554,554,0.733,0.0286,-459.0,817.0,0.8109999999999999,20.8
555,555,0.884,0.0293,-433.0,824.0,0.598,20.3
556,556,0.938,0.179,-384.0,788.0,0.442,2.32
557,557,0.523,0.251,-555.0,741.0,1.73,4.87
558,558,1.01,0.118,-338.0,669.0,0.32,20.3
559,559,2.83,0.589,-392.0,662.0,0.153,0.7340000000000001
560,560,1.58,1.18,-449.0,595.0,2.1,22.8
561,561,0.949,0.0911,-404.0,751.0,0.486,5.06
562,562,0.038,0.0428,-851.0,772.0,527.0,243.0
563,563,0.878,0.13,-402.0,702.0,0.52,19.4
564,564,0.746,0.471,-542.0,580.0,3.42,36.0
565,565,0.867,0.0693,-423.0,883.0,0.581,9.56
566,566,0.555,0.154,-644.0,855.0,6.98,41.4
567,567,0.159,0.112,-732.0,758.0,9.48,13.5
568,568,0.6759999999999999,0.302,-461.0,643.0,1.04,6.77
569,569,0.0143,0.106,-834.0,778.0,208.0,31.8
570,570,1.16,0.971,-416.0,459.0,0.603,0.858
571,571,0.872,0.00609,-424.0,864.0,0.584,478.0
572,572,1.52,0.818,-541.0,764.0,0.544,1.01
573,573,0.8540000000000001,0.0073,-426.0,875.0,0.6,112.0
574,574,1.09,0.17600000000000002,-284.0,540.0,0.21,1.92
575,575,0.897,0.0126,-407.0,810.0,0.52,65.1
576,576,0.343,0.371,-749.0,718.0,10.2,4.85
577,577,0.926,0.098,-390.0,706.0,0.464,4.93
578,578,0.962,0.0122,-397.0,759.0,0.461,86.5
579,579,0.654,0.409,-508.0,609.0,1.32,3.17
580,580,0.7290000000000001,0.187,-438.0,606.0,0.862,3.1
581,581,0.644,0.0797,-504.0,766.0,1.12,13.0
582,582,0.615,0.232,-771.0,737.0,42.5,48.0
583,583,0.983,0.574,-538.0,663.0,928.0,262.0
584,584,0.97,0.108,-340.0,715.0,0.344,4.04
585,585,1.08,0.18600000000000005,-341.0,616.0,0.326,2.08
586,586,0.852,0.0244,-428.0,834.0,0.606,22.4
587,587,0.785,0.21,-480.0,646.0,0.945,3.24
588,588,0.486,0.0715,-513.0,783.0,1.54,10.7
589,589,0.444,0.404,-627.0,706.0,34.9,8.08
590,590,0.152,0.136,-731.0,704.0,14.5,25.9
591,591,1.77,1.17,-604.0,637.0,0.581,0.878
592,592,0.6990000000000001,0.0849,-454.0,752.0,0.857,9.16
593,593,0.8740000000000001,0.267,-541.0,616.0,0.948,3.45
594,594,1.11,0.094,-329.0,645.0,0.279,3.27
595,595,0.773,0.319,-558.0,726.0,1.46,3.95
596,596,1.26,0.682,-464.0,526.0,0.659,1.78
597,597,0.486,0.252,-612.0,652.0,4.69,5.48
598,598,0.963,0.0674,-372.0,700.0,0.406,8.14
599,599,0.735,0.526,-501.0,584.0,1.2,2.67
600,600,1.03,0.0801,-499.0,761.0,0.708,9.63
601,601,0.84,1.25,-589.0,499.0,1.17,1.06
602,602,0.942,0.439,-539.0,638.0,1.48,4.0
603,603,0.916,0.185,-395.0,678.0,0.483,236.0
604,604,1.62,1.43,-622.0,593.0,0.677,2.87
605,605,0.887,0.133,-399.0,709.0,0.51,3.5
606,606,0.7240000000000001,0.0196,-294.0,696.0,0.337,15.0
607,607,0.998,0.131,-361.0,660.0,0.369,92.1
608,608,0.88,0.0424,-409.0,753.0,0.537,31.5
609,609,0.0276,0.147,-767.0,732.0,643.0,12800.0
610,610,0.674,0.111,-460.0,740.0,0.946,7.19
611,611,2.13,0.5710000000000001,-388.0,565.0,1.23,0.883
612,612,0.605,0.7959999999999999,-589.0,591.0,2.34,3.65
613,614,0.882,0.0729,-411.0,714.0,0.5429999999999999,14.0
614,615,0.928,0.131,-395.0,676.0,0.473,41.4
615,616,1.35,0.591,-610.0,646.0,0.8340000000000001,3.18
616,617,1.35,0.439,-426.0,653.0,0.378,1.17
617,618,1.2,0.277,-362.0,613.0,0.401,32.5
618,619,0.862,0.0493,-589.0,825.0,1.13,19.8
619,620,0.544,0.5670000000000001,-588.0,592.0,2.46,2.86
620,621,1.04,0.166,-351.0,553.0,0.339,2.31
621,622,0.973,0.6729999999999999,-558.0,608.0,1.32,1.8
622,623,0.423,0.446,-600.0,622.0,2.68,2.9
623,624,0.696,0.262,-340.0,429.0,0.518,1.24
624,625,1.07,0.0639,-242.0,644.0,0.158,3.06
625,626,0.858,0.158,-405.0,703.0,0.54,23.4
626,627,0.939,0.0364,-403.0,794.0,0.487,23.0
627,628,0.5589999999999999,0.0918,-534.0,769.0,1.81,11.7
628,629,0.948,0.0562,-380.0,687.0,0.429,11.9
629,630,0.851,0.0356,-435.0,792.0,0.627,15.9
630,631,0.29100000000000004,0.31,-794.0,781.0,6.32,5.78
631,632,1.03,0.4370000000000001,-262.0,457.0,0.214,1.26
632,633,0.234,0.223,-783.0,735.0,7.73,19.1
633,634,0.0135,0.373,-706.0,678.0,136.0,10.2
634,635,0.838,0.313,-419.0,637.0,0.5920000000000001,1.58
635,636,1.0,0.4,-493.0,627.0,1.78,2.71
636,637,0.908,0.0246,-403.0,755.0,0.504,32.3
637,638,1.05,0.173,-325.0,622.0,0.285,1.72
638,639,0.809,0.131,-576.0,729.0,2.26,10.5
639,640,1.0,0.536,-434.0,631.0,0.583,13.5
640,641,0.7509999999999999,0.273,-552.0,670.0,1.57,6.66
641,642,0.161,0.16399999999999998,-715.0,746.0,8.92,8.76
642,643,0.897,0.322,-552.0,582.0,1.39,2.83
643,644,0.898,0.0976,-412.0,714.0,0.535,10.4
644,645,0.772,0.0569,-451.0,769.0,0.743,18.2
645,646,0.0128,0.188,-877.0,711.0,203.0,22.9
646,647,0.119,0.805,-769.0,609.0,14.4,3.5
647,648,0.29100000000000004,0.324,-794.0,769.0,6.3,5.56
648,649,0.279,0.321,-798.0,777.0,6.66,5.65
649,650,0.936,0.0631,-382.0,815.0,0.441,14.6
650,651,0.3,0.333,-791.0,761.0,6.07,5.36
651,652,0.45,0.506,-734.0,601.0,7.86,3.63
652,653,0.399,0.0825,-631.0,755.0,3.61,14.5
653,654,0.633,0.461,-623.0,669.0,1.96,3.92
654,655,0.8590000000000001,0.564,-643.0,714.0,1.47,5.28
655,656,0.0017399999999999998,0.0017399999999999998,-4.13,5.73,0.0277,0.0277
656,657,0.487,0.635,-656.0,536.0,3.2,2.31
657,658,0.526,0.019,-551.0,849.0,1.63,53.7
658,659,0.487,0.446,-741.0,854.0,3.28,123.0
659,660,0.736,0.327,-772.0,794.0,9.1,28.7
660,661,0.752,0.106,-479.0,759.0,1.05,26.6
661,662,2.64,0.277,-464.0,843.0,901.0,28.7
662,663,0.542,0.156,-717.0,773.0,2.67,9.27
663,664,0.307,0.345,-741.0,673.0,5.57,4.74
664,665,0.8240000000000001,0.117,-433.0,657.0,0.648,4.71
665,666,0.608,0.179,-516.0,724.0,1.27,4.65
666,667,0.365,0.0874,-691.0,726.0,133.0,19.8
667,668,0.605,0.157,-740.0,782.0,2.55,9.86
668,669,0.813,0.7829999999999999,-704.0,575.0,1.77,1.91
669,670,0.527,0.306,-590.0,627.0,2.51,3.9
670,671,0.603,0.725,-719.0,606.0,3.09,2.62
671,672,0.472,0.149,-569.0,583.0,2.04,33.4
672,673,0.491,0.29600000000000004,-685.0,710.0,2.82,4.62
673,674,0.28,0.453,-668.0,643.0,4.76,6.19
674,675,0.184,0.264,-597.0,643.0,5.66,11.4
675,676,0.0607,0.26,-796.0,714.0,37.1,9.78
676,677,0.122,0.281,-755.0,683.0,19.5,54.5
677,678,0.733,0.295,-607.0,773.0,2.74,4.52
678,679,0.0972,0.104,-715.0,677.0,140.0,66.9
679,680,1.06,0.609,-679.0,729.0,1.23,2.14
680,681,0.16,0.182,-762.0,715.0,12.2,9.51
681,682,0.305,0.179,-658.0,709.0,4.57,59.6
682,683,0.391,0.318,-732.0,670.0,5.69,4.77
683,684,0.408,0.375,-630.0,716.0,4.06,5.21
684,685,0.537,0.393,-562.0,700.0,2.16,12.8
685,686,0.603,1.9,-701.0,729.0,2.29,0.73
686,687,0.627,0.429,-624.0,549.0,2.13,2.68
687,688,0.0205,0.0204,-73.0,-71.4,1.15,1.15
688,689,0.529,0.633,-705.0,669.0,3.37,2.35
689,690,0.4370000000000001,0.119,-797.0,895.0,4.09,15.1
690,691,0.201,0.0752,-676.0,755.0,7.36,17.2
691,692,0.173,0.158,-247.0,345.0,8.77,6.75
692,693,0.605,0.184,-518.0,718.0,1.28,4.6
693,694,0.379,0.402,-714.0,673.0,6.21,3.75
694,695,0.16899999999999998,0.127,-716.0,815.0,17.1,13.0
695,696,0.0466,0.417,-814.0,666.0,41.7,5.88
696,697,0.924,0.496,-638.0,734.0,1.24,2.32
697,698,0.252,0.0623,-582.0,761.0,3.98,21.1
698,699,0.241,0.445,-741.0,703.0,8.45,6.6
699,700,0.199,0.458,-719.0,647.0,13.6,37.2
700,701,0.669,0.161,-509.0,751.0,1.22,4.66
701,702,0.557,0.256,-564.0,630.0,2.09,4.29
702,703,0.563,0.16399999999999998,-529.0,756.0,1.41,5.62
703,704,0.163,0.146,-686.0,749.0,8.89,6670.0
704,705,0.214,0.414,-769.0,663.0,11.3,4.41
705,706,0.674,0.152,-429.0,732.0,2930.0,11.3
706,707,0.297,0.397,-624.0,461.0,3.94,31.4
707,708,0.197,0.222,-797.0,775.0,9.9,18.0
708,709,0.481,0.272,-725.0,787.0,8.26,6.21
709,710,0.753,0.275,-568.0,640.0,279.0,3.31
710,711,0.157,0.0689,-758.0,812.0,10.3,23.6
711,712,0.272,0.114,-692.0,686.0,62.9,24.0
712,713,0.0656,0.134,-746.0,687.0,81.4,66.7
713,714,0.108,0.131,-713.0,779.0,29.1,16.7
714,715,0.701,0.659,-623.0,619.0,1.73,4.88
715,716,0.611,0.177,-515.0,728.0,1.25,4.67
716,717,0.8190000000000001,0.0864,-442.0,756.0,0.6970000000000001,23.0
717,718,0.28800000000000003,0.122,-643.0,664.0,136.0,29.4
718,719,0.0688,0.0536,-705.0,767.0,22.6,31.4
719,720,0.669,0.293,-708.0,779.0,2.47,4.88
720,721,0.221,0.102,-802.0,865.0,11.5,23.6
721,722,0.629,0.392,-626.0,666.0,1750.0,760.0
722,723,0.861,0.107,-420.0,684.0,0.578,4.66
723,724,0.718,0.569,-535.0,596.0,1.86,1.99
724,725,0.371,0.29600000000000004,-649.0,744.0,4.42,5.51
725,726,0.287,0.157,-727.0,710.0,10.6,21.9
726,727,0.626,0.16399999999999998,-509.0,771.0,1.19,4.89
727,728,0.229,0.119,-710.0,730.0,414.0,26.0
728,729,0.397,0.507,-552.0,505.0,2.44,2.05
729,730,0.484,0.197,-692.0,723.0,2.93,7.91
730,731,0.0334,0.392,-671.0,609.0,232.0,36.8
731,732,0.619,0.105,-403.0,162.0,1.1,5.31
732,733,0.207,0.152,-802.0,819.0,11.3,12.2
733,734,0.982,0.18600000000000005,-344.0,670.0,0.34,1.8
734,735,0.325,0.0506,-685.0,783.0,6.57,26.2
735,736,0.421,0.454,-693.0,655.0,6.37,3.6
736,737,0.179,0.273,-784.0,819.0,10.5,6.59
737,738,0.74,0.128,-494.0,833.0,0.941,46.2
738,739,0.633,0.204,-509.0,680.0,1.19,4.03
739,740,0.828,0.223,-414.0,580.0,0.584,2.17
740,741,0.28,0.482,-791.0,744.0,24.8,4.0
741,742,0.574,0.509,-698.0,574.0,3.14,3.19
742,743,0.246,0.14,-662.0,743.0,541.0,1020.0
743,744,0.517,0.0912,-622.0,824.0,2.15,15.1
744,745,2.24,1.33,-324.0,-35.4,0.132,0.223
745,746,0.3720000000000001,0.343,-633.0,716.0,3.41,5.51
746,747,1.26,0.421,-567.0,686.0,1.47,3.02
747,748,0.524,0.394,-689.0,699.0,2.59,4.04
748,749,0.43,0.132,-639.0,746.0,4.3,11.7
749,750,0.128,0.0499,-744.0,740.0,46.1,55.4
750,751,0.51,0.4320000000000001,-692.0,767.0,2.65,3.13
751,752,0.563,0.155,-676.0,745.0,6.03,42.6
752,753,3.61,0.463,-576.0,767.0,0.259,2.02
753,754,0.364,0.555,-733.0,576.0,239.0,3.21
754,755,1.4,1.25,-613.0,680.0,0.759,0.847
755,756,0.6,0.244,-681.0,661.0,3.48,11.2
756,757,1.06,0.389,-601.0,747.0,0.958,2.61
757,758,0.34,0.722,-547.0,547.0,3.21,2.09
758,759,0.868,0.503,-649.0,746.0,1.5,2.76
759,760,0.246,0.33,-759.0,645.0,10.2,5.38
760,761,1.24,0.28600000000000003,-275.0,587.0,0.185,2.12
761,762,0.436,0.414,-710.0,711.0,3.51,3.51
762,763,0.101,0.0891,-796.0,828.0,25.8,38.1
763,764,0.513,0.392,-702.0,714.0,3.35,3.58
764,765,0.495,0.305,-568.0,686.0,2.01,7.76
765,766,0.213,0.334,-765.0,743.0,29.3,10.4
766,767,0.331,0.153,-693.0,809.0,4.25,11.7
767,768,0.35100000000000003,0.275,-682.0,685.0,11.7,6.23
768,769,0.000257,0.0835,-819.0,835.0,7850.0,35.0
769,770,0.234,0.0754,-665.0,759.0,5.94,16.8
770,771,0.208,0.0981,-632.0,662.0,12.8,11.7
771,772,0.0778,0.113,-742.0,669.0,97.3,1410.0
772,773,0.0382,0.405,-736.0,622.0,106.0,7.13
773,774,0.123,0.0613,-678.0,687.0,109.0,28.1
774,775,0.14300000000000002,0.0159,-650.0,770.0,25.5,99.2
775,776,0.0423,0.0358,-738.0,727.0,39.0,44.5
776,777,1.78,1.66,-576.0,448.0,0.7759999999999999,1.08
777,778,0.825,0.0421,-394.0,676.0,0.84,16.3
778,779,0.506,0.11,-546.0,661.0,1.74,7.63
779,780,0.0199,0.184,-726.0,704.0,111.0,862.0
780,781,0.171,0.373,-746.0,686.0,10.8,4.65
781,782,0.0384,0.0116,-723.0,745.0,42.7,191.0
782,783,0.166,0.3720000000000001,-759.0,681.0,11.6,4.82
783,784,0.415,0.14300000000000002,-663.0,786.0,4.39,16.3
784,785,0.209,0.0339,-424.0,676.0,2.48,178.0
785,786,0.0831,0.127,-746.0,753.0,29.6,13.8
786,787,0.123,0.299,-691.0,659.0,13.8,7.01
787,788,0.621,0.0647,-366.0,664.0,0.607,5.82
788,789,0.399,0.096,-652.0,733.0,18.2,14.3
789,790,0.308,0.0585,-603.0,754.0,3.33,17.5
790,791,0.7390000000000001,0.0743,-591.0,777.0,1.33,13.3
791,792,1.81,1.05,-501.0,527.0,0.39,0.67
792,793,0.179,0.267,-790.0,682.0,9.82,6.58
793,794,0.126,0.112,-730.0,776.0,40.1,14.0
794,795,0.5329999999999999,0.468,-536.0,656.0,179.0,1.95
795,796,0.6709999999999999,0.0819,-308.0,647.0,0.4,4.41
796,797,0.0062,0.0503,-766.0,694.0,558.0,140.0
797,798,0.403,0.0899,-648.0,738.0,12.5,15.5
798,799,0.303,0.564,-677.0,595.0,56.2,5.88
799,800,0.757,0.0915,-314.0,704.0,0.369,13.6
800,801,0.32299999999999995,0.24,-653.0,719.0,4.89,5.3
801,802,0.61,0.4,-667.0,727.0,6.31,3.23
802,803,0.0782,0.0533,-797.0,798.0,25.6,53.0
803,804,0.027000000000000003,0.0277,-698.0,762.0,445.0,138.0
804,805,0.772,0.5539999999999999,-704.0,774.0,2.19,3.72
805,806,0.248,0.0988,-727.0,718.0,19.5,15.7
806,807,0.334,0.28600000000000003,-591.0,618.0,3.25,6.71
807,808,0.846,0.0667,-463.0,803.0,1.01,11.2
808,809,0.0163,0.219,-708.0,697.0,101.0,24.5
809,810,0.0007480000000000001,0.0141,-744.0,697.0,2300.0,329.0
810,811,2.57,2.52,-379.0,435.0,0.157,0.16
811,812,1.08,0.794,-483.0,632.0,0.616,5.46
812,813,0.7070000000000001,0.053,-471.0,860.0,0.8909999999999999,11.8
813,814,0.993,0.146,-178.0,534.0,0.0923,0.63
814,815,1.06,0.078,-324.0,789.0,0.277,3.78
815,816,1.87,0.802,-417.0,510.0,0.461,0.8220000000000001
816,817,2.34,1.37,-546.0,685.0,0.359,0.614
817,818,1.33,0.238,-429.0,668.0,0.393,2.73
818,819,0.87,0.0456,-420.0,821.0,0.5710000000000001,28.0
819,820,1.06,0.398,-373.0,524.0,0.46,3030.0
820,821,0.7959999999999999,0.19,-432.0,702.0,0.66,218.0
821,822,0.0227,0.5710000000000001,-783.0,775.0,75.9,3.03
822,823,1.45,1.03,-591.0,609.0,0.6809999999999999,0.958
823,824,0.974,0.621,-560.0,648.0,1.81,1.69
824,825,0.787,0.0754,-455.0,810.0,0.74,7.73
825,826,1.11,0.284,-587.0,858.0,0.937,4.64
826,827,1.06,0.231,-302.0,611.0,0.244,1.12
827,828,0.845,0.475,-442.0,644.0,0.6940000000000001,2.89
828,829,0.135,0.204,-740.0,731.0,13.1,16.4
829,830,1.56,0.708,-487.0,694.0,0.449,2.44
830,831,1.05,0.18600000000000005,-307.0,600.0,0.257,1.56
831,832,1.03,0.398,-568.0,636.0,1.56,3.05
832,833,0.8959999999999999,0.11,-144.0,564.0,0.0652,0.534
833,834,0.787,0.19,-449.0,742.0,0.778,3.01
834,835,1.35,0.177,-467.0,750.0,24400.0,164.0
835,836,0.0139,0.39,-752.0,782.0,115.0,4.32
836,837,0.066,1.2,-844.0,608.0,31.4,1.91
837,838,0.794,0.174,-450.0,726.0,0.76,3.36
838,839,0.835,0.217,-429.0,654.0,0.623,9.23
839,840,0.988,0.38,-585.0,733.0,1.04,5.88
840,841,1.08,0.321,-311.0,565.0,0.252,2410.0
841,842,0.942,0.102,-298.0,620.0,0.308,7.48
842,843,0.583,0.685,-742.0,734.0,2.66,2.27
843,844,0.256,0.0708,-734.0,828.0,5.93,21.5
844,845,0.453,0.528,-821.0,647.0,4.25,3.62
845,846,0.964,0.531,-383.0,518.0,0.44,0.8290000000000001
846,847,1.71,2.63,-473.0,542.0,0.369,0.24
847,848,1.14,0.418,-187.0,263.0,0.121,0.267
848,849,1.53,0.8029999999999999,-470.0,724.0,0.407,0.7759999999999999
849,850,0.335,0.413,-605.0,563.0,72500.0,62.8
850,851,0.922,0.5670000000000001,-448.0,498.0,0.888,1.23
851,852,0.722,0.0594,-595.0,824.0,1.52,18.9
852,853,1.04,0.782,-695.0,653.0,1.31,1.74
853,854,1.63,0.187,-488.0,754.0,0.522,3.65
854,855,1.17,0.241,-310.0,662.0,0.274,10.0
855,856,1.13,0.177,-269.0,658.0,0.183,2.52
856,857,0.787,0.44,-711.0,691.0,1.82,3.42
857,858,0.94,0.0866,-361.0,766.0,0.396,4.5
858,859,2.31,0.64,-515.0,601.0,3.89,3.6
859,860,0.997,0.151,-532.0,743.0,39300.0,11.5
860,861,1.68,2.12,-538.0,367.0,0.486,0.385
861,862,1.06,0.0206,-205.0,876.0,0.111,5.74
862,863,0.91,0.276,-609.0,743.0,1.23,8.18
863,864,0.952,0.14300000000000002,-364.0,672.0,0.394,3.49
864,865,0.203,0.163,-447.0,309.0,3.1,3.91
865,866,1.91,1.01,-382.0,477.0,0.382,1.22
866,867,1.07,0.275,-318.0,629.0,0.279,38.6
867,868,0.595,0.29100000000000004,-753.0,799.0,4.79,5.65
868,869,0.986,0.435,-438.0,522.0,0.72,1.81
869,870,1.09,0.44,-576.0,674.0,0.867,24.2
870,871,0.6659999999999999,0.16699999999999998,-603.0,715.0,1.56,6.53
871,872,0.882,0.0571,-403.0,742.0,0.5489999999999999,19.5
872,873,0.755,0.172,-501.0,732.0,1.48,76.5
873,874,1.08,0.0802,-245.0,645.0,0.157,2.22
874,875,1.36,0.35600000000000004,-469.0,700.0,0.7959999999999999,2.5
875,876,1.04,0.165,-208.0,570.0,0.12,0.7509999999999999
876,877,0.887,1.65,-529.0,441.0,1.72,0.594
877,878,1.18,0.473,-366.0,550.0,0.534,13700.0
878,879,0.915,0.172,-385.0,679.0,0.465,2.81
879,880,0.875,0.193,-438.0,679.0,0.7390000000000001,2.92
880,881,1.11,0.123,-228.0,608.0,0.133,13.4
881,882,1.16,0.147,-276.0,630.0,0.185,13.1
882,883,2.13,1.41,-440.0,347.0,0.256,0.389
883,884,0.8370000000000001,0.0339,-416.0,709.0,0.586,211.0
884,885,0.115,0.0937,-676.0,702.0,56.2,20.5
885,886,1.11,0.217,-562.0,734.0,0.8029999999999999,4.11
886,887,1.11,0.41,-438.0,618.0,0.716,1.59
887,888,0.633,0.214,-514.0,757.0,1.17,3.47
888,889,1.91,0.755,-435.0,568.0,0.741,1.29
889,890,0.982,0.342,-437.0,642.0,0.722,1.88
890,891,0.969,0.14300000000000002,-165.0,163.0,0.0798,0.7709999999999999
891,892,2.29,4.14,-410.0,314.0,0.949,0.295
892,893,1.01,0.386,-380.0,714.0,0.4370000000000001,431.0
893,894,0.218,0.314,-642.0,687.0,5.33,3.7
894,895,1.79,1.22,-466.0,593.0,0.342,0.5
895,896,0.911,0.35600000000000004,-585.0,647.0,1.82,5.64
896,897,0.0602,0.109,-657.0,660.0,22.2,38.5
897,898,0.885,0.13699999999999998,-438.0,730.0,0.727,20.2
898,899,1.05,0.182,-188.0,570.0,0.0946,0.546
899,900,1.16,0.4,-265.0,500.0,0.18,28.0
900,901,1.1,0.0205,-266.0,670.0,0.181,9.73
901,902,0.0172,0.0749,-857.0,777.0,120.0,28.9
902,903,0.00386,1.88,-1120.0,749.0,917.0,1.88
903,904,2.34,2.26,-357.0,365.0,0.154,0.159
904,905,0.799,0.39,-679.0,684.0,2.19,10.3
905,906,1.11,0.0821,-225.0,748.0,0.128,1.74
906,907,1.09,0.464,-632.0,663.0,1.03,8.48
907,908,0.871,0.101,-401.0,747.0,0.527,4.56
908,909,1.14,0.175,-271.0,670.0,0.184,2.54
909,910,1.09,0.118,-262.0,699.0,0.177,79.9
910,911,0.955,0.601,-364.0,455.0,0.394,1.02
911,912,1.04,0.423,-352.0,604.0,0.339,0.858
912,913,0.101,0.248,-637.0,-313.0,13.8,341.0
