,mpid,eps_electronic,eps_total,last phdos peak,structure,formula
54,mp-10614,8.159366524314864,19.71416378475685,429.5857449450435,"Full Formula (Sr1 Li1 P1)
Reduced Formula: SrLiP
abc   :   4.295482   4.295482   4.258062
angles:  90.000000  90.000000 120.000000
Sites (3)
  #  SP           a         b    c
---  ----  --------  --------  ---
  0  Li    0.333333  0.666667  0.5
  1  P     0.666667  0.333333  0.5
  2  Sr    0         0         0",SrLiP
55,mp-10615,9.16078928853763,24.169872345017318,376.58574915333855,"Full Formula (Ba1 Li1 P1)
Reduced Formula: BaLiP
abc   :   4.433496   4.433496   4.526946
angles:  90.000000  90.000000 120.000000
Sites (3)
  #  SP           a         b    c
---  ----  --------  --------  ---
  0  Li    0.333333  0.666667  0.5
  1  P     0.666667  0.333333  0.5
  2  Ba    0         0         0",BaLiP
56,mp-10616,9.555233073626141,22.659112039117307,359.5857505031691,"Full Formula (Ba1 Li1 As1)
Reduced Formula: BaLiAs
abc   :   4.555164   4.555164   4.620388
angles:  90.000000  90.000000 120.000000
Sites (3)
  #  SP           a         b    c
---  ----  --------  --------  ---
  0  Li    0.333333  0.666667  0.5
  1  As    0.666667  0.333333  0.5
  2  Ba    0         0         0",BaLiAs
57,mp-10627,5.965517056861267,25.771366956162247,211.58576225463432,"Full Formula (Sr1 S1)
Reduced Formula: SrS
abc   :   3.668432   3.668432   3.668432
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  S     0    0    0
  1  Sr    0.5  0.5  0.5",SrS
58,mp-10653,7.910118252038933,25.834709049736556,105.59608845731243,"Full Formula (Sr1 Te1)
Reduced Formula: SrTe
abc   :   4.087916   4.087916   4.087916
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Sr    0    0    0
  1  Te    0.5  0.5  0.5",SrTe
59,mp-10680,7.2542625142501675,28.68946275724493,121.49346124660428,"Full Formula (Ba1 Se1)
Reduced Formula: BaSe
abc   :   4.014544   4.014544   4.014544
angles:  90.000000  90.000000  90.000000
Sites (2)
  #  SP      a    b    c    magmom
---  ----  ---  ---  ---  --------
  0  Se    0.5  0.5  0.5       0.6
  1  Ba    0    0    0         0.6",BaSe
60,mp-10694,2.2434006314167605,8.270348822053494,637.5857284294706,"Full Formula (Sc1 F3)
Reduced Formula: ScF3
abc   :   4.069590   4.069590   4.069590
angles:  90.000000  90.000000  90.000000
Sites (4)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  F     0    0.5  0
  1  F     0.5  0    0
  2  F     0    0    0.5
  3  Sc    0    0    0",ScF3
61,mp-10695,6.184230819618097,9.109187147136133,335.58575240881197,"Full Formula (Zn1 S1)
Reduced Formula: ZnS
abc   :   3.853923   3.853923   3.853923
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  S     0.25  0.25  0.25
  1  Zn    0     0     0",ZnS
62,mp-1070,8.021456859411224,11.2554092927737,187.58576416027734,"Full Formula (Cd2 Se2)
Reduced Formula: CdSe
abc   :   4.393951   4.393951   7.170578
angles:  90.000000  90.000000 120.000000
Sites (4)
  #  SP           a         b          c
---  ----  --------  --------  ---------
  0  Se    0.666667  0.333333   0.875891
  1  Se    0.333333  0.666667   0.375891
  2  Cd    0.666667  0.333333   0.499969
  3  Cd    0.333333  0.666667  -3.1e-05",CdSe
63,mp-10748,6.5399012969666375,6.790148215287784,413.58574621547217,"Full Formula (Ta1 Cu3 S4)
Reduced Formula: TaCu3S4
abc   :   5.564752   5.564752   5.564752
angles:  90.000000  90.000000  90.000000
Sites (8)
  #  SP            a          b          c    magmom
---  ----  ---------  ---------  ---------  --------
  0  Ta    -0         -0         -0               -0
  1  Cu    -0         -0          0.5             -0
  2  Cu    -0          0.5       -0               -0
  3  Cu     0.5       -0         -0                0
  4  S      0.759498   0.759498   0.240502         0
  5  S      0.759498   0.240502   0.759498        -0
  6  S      0.240502   0.759498   0.759498         0
  7  S      0.240502   0.240502   0.240502        -0",TaCu3S4
64,mp-10760,6.7568539264685015,17.662485857564853,302.5857550290712,"Full Formula (Mg1 Se1)
Reduced Formula: MgSe
abc   :   3.896818   3.896818   3.896818
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Mg    0    0    0
  1  Se    0.5  0.5  0.5",MgSe
65,mp-10776,6.351043482669266,12.250800147531901,369.5857497091512,"Full Formula (K2 Sn1 As2 S6)
Reduced Formula: K2Sn(AsS3)2
abc   :   6.784986   6.784986   7.399015
angles:  90.000000  90.000000 120.000000
Sites (11)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.229138  0.890728  0.221794
  1  S     0.890728  0.66159   0.778206
  2  S     0.770862  0.109272  0.778206
  3  S     0.33841   0.229138  0.778206
  4  S     0.66159   0.770862  0.221794
  5  S     0.109272  0.33841   0.221794
  6  K     0.333333  0.666667  0.601683
  7  K     0.666667  0.333333  0.398317
  8  As    0.333333  0.666667  0.066012
  9  As    0.666667  0.333333  0.933988
 10  Sn    0         0         0",K2Sn(AsS3)2
66,mp-1087,4.853013561401057,11.467281359831656,219.58576161942003,"Full Formula (Sr1 S1)
Reduced Formula: SrS
abc   :   4.287512   4.287512   4.287512
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  S     0.5  0.5  0.5
  1  Sr    0    0    0",SrS
67,mp-10918,5.440118342243396,11.950448407335415,1826.5856340207388,"Full Formula (Rb2 Pd1 C2)
Reduced Formula: Rb2PdC2
abc   :   5.463165   5.463165   5.309841
angles:  90.000000  90.000000 120.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  C     0         0         0.619777
  1  C     0         0         0.380223
  2  Rb    0.333333  0.666667  0.277828
  3  Rb    0.666667  0.333333  0.722172
  4  Pd    0         0         0",Rb2PdC2
68,mp-10919,8.771764046925242,14.82479975040972,1797.5856363233909,"Full Formula (Rb2 Pt1 C2)
Reduced Formula: Rb2PtC2
abc   :   5.471406   5.471406   5.248687
angles:  90.000000  90.000000 120.000000
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  C     0         0         0.621523
  1  C     0         0         0.378477
  2  Rb    0.333333  0.666667  0.275279
  3  Rb    0.666667  0.333333  0.724721
  4  Pt    0         0         0",Rb2PtC2
69,mp-10955,560.9122425937605,589.4203507245453,230.58576074600026,"Full Formula (Sn1 Hg2 Se4)
Reduced Formula: Sn(HgSe2)2
abc   :   5.936519   5.936519   7.320206
angles: 113.921746 113.921746  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Se    0.905766  0.345734  0.230648
  1  Se    0.115086  0.094234  0.769352
  2  Se    0.654266  0.675118  0.769352
  3  Se    0.324882  0.884914  0.230648
  4  Sn    0.25      0.75      0.5
  5  Hg    0.5       0.5       0
  6  Hg    0.75      0.25      0.5",Sn(HgSe2)2
70,mp-10969,4.59331551926834,12.044120468327986,2151.5856082151568,"Full Formula (Cd1 C1 N2)
Reduced Formula: CdCN2
abc   :   5.304887   5.304887   5.304887
angles:  39.790312  39.790312  39.790312
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  C     0.5       0.5       0.5
  1  N     0.584544  0.584544  0.584544
  2  N     0.415456  0.415456  0.415456
  3  Cd    0         0         0",CdCN2
71,mp-10985,10.116038974469577,20.595436605587427,317.58575383804435,"Full Formula (Rb2 Cu6 S4)
Reduced Formula: RbCu3S2
abc   :   3.918846   7.584076   8.531823
angles: 111.378994  90.000000 104.972780
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  S     0.810373  0.620747  0.319595
  1  S     0.189627  0.379253  0.680405
  2  S     0.524764  0.049528  0.247777
  3  S     0.475236  0.950472  0.752223
  4  Cu    0.407818  0.815636  0.365831
  5  Cu    0.309815  0.619631  0.579025
  6  Cu    0.064305  0.12861   0.410591
  7  Cu    0.935695  0.87139   0.589409
  8  Cu    0.690185  0.380369  0.420975
  9  Cu    0.592182  0.184364  0.634169
 10  Rb    0.864104  0.728207  0.956776
 11  Rb    0.135896  0.271793  0.043224",RbCu3S2
72,mp-11019,6.086881055833302,10.65323976411049,679.5857250945952,"Full Formula (Ga2 Cu2 O4)
Reduced Formula: GaCuO2
abc   :   3.013403   3.013403  11.547924
angles:  90.000000  90.000000 120.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.333333  0.666667  0.411862
  1  O     0.666667  0.333333  0.911862
  2  O     0.333333  0.666667  0.088138
  3  O     0.666667  0.333333  0.588138
  4  Cu    0.666667  0.333333  0.75
  5  Cu    0.333333  0.666667  0.25
  6  Ga    0         0         0
  7  Ga    0         0         0.5",GaCuO2
73,mp-11020,6.3261440390403045,11.491072375350216,614.5857302557117,"Full Formula (Ga2 Ag2 O4)
Reduced Formula: GaAgO2
abc   :   3.037434   3.037434  12.572118
angles:  90.000000  90.000000 120.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.333333  0.666667  0.419486
  1  O     0.666667  0.333333  0.919486
  2  O     0.333333  0.666667  0.080514
  3  O     0.666667  0.333333  0.580514
  4  Ga    0         0         0
  5  Ga    0         0         0.5
  6  Ag    0.666667  0.333333  0.75
  7  Ag    0.333333  0.666667  0.25",GaAgO2
74,mp-11022,6.080846226526961,13.286865911532152,577.5857331935781,"Full Formula (Sc2 Ag2 O4)
Reduced Formula: ScAgO2
abc   :   3.241221   3.241221  12.522619
angles:  90.000000  90.000000 120.000000
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  O     0.333333  0.666667  0.417979
  1  O     0.666667  0.333333  0.917979
  2  O     0.333333  0.666667  0.082021
  3  O     0.666667  0.333333  0.582021
  4  Sc    0         0         0
  5  Sc    0         0         0.5
  6  Ag    0.666667  0.333333  0.75
  7  Ag    0.333333  0.666667  0.25",ScAgO2
75,mp-1105,3.6498950406162076,15.503611846323881,910.5857067527812,"Full Formula (Ba1 O2)
Reduced Formula: BaO2
abc   :   3.865935   3.865935   4.432480
angles: 115.854778 115.854778  90.000000
Sites (3)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  O     0.392337  0.392337  0.784673         1
  1  O     0.607663  0.607663  0.215327         1
  2  Ba    0         0         0                1",BaO2
76,mp-1106,15.438786544575748,27.960846884096647,217.5857617782236,"Full Formula (Sr8 Si4)
Reduced Formula: Sr2Si
abc   :   5.149632   8.131755   9.617164
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  Si    0.25  0.252304  0.102456
  1  Si    0.75  0.747696  0.897544
  2  Si    0.25  0.752304  0.397544
  3  Si    0.75  0.247696  0.602456
  4  Sr    0.75  0.981182  0.1733
  5  Sr    0.25  0.018818  0.8267
  6  Sr    0.75  0.481182  0.3267
  7  Sr    0.25  0.518818  0.6733
  8  Sr    0.25  0.650486  0.077853
  9  Sr    0.75  0.349514  0.922147
 10  Sr    0.25  0.150486  0.422147
 11  Sr    0.75  0.849514  0.577853",Sr2Si
77,mp-11123,6.594213217959914,14.863517433597133,199.5857632074558,"Full Formula (Cs2 Y2 Hg2 Se6)
Reduced Formula: CsYHgSe3
abc   :   4.308284   8.484373  11.189746
angles:  90.000000  90.000000 104.708133
Sites (12)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Se    0.939426  0.878852  0.25
  1  Se    0.060574  0.121148  0.75
  2  Se    0.382124  0.764248  0.540684
  3  Se    0.382124  0.764248  0.959316
  4  Se    0.617876  0.235752  0.040684
  5  Se    0.617876  0.235752  0.459316
  6  Y     0         0         0
  7  Y     0         0         0.5
  8  Cs    0.255343  0.510686  0.25
  9  Cs    0.744657  0.489314  0.75
 10  Hg    0.545115  0.09023   0.25
 11  Hg    0.454885  0.90977   0.75",CsYHgSe3
78,mp-11175,5.0716193325467716,7.80448926672187,571.5857336699888,"Full Formula (Li1 Zn1 P1 S4)
Reduced Formula: LiZnPS4
abc   :   5.820260   5.820260   6.132026
angles: 118.331937 118.331936  90.000000
Sites (7)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0.5       0.5       0
  1  P     0.25      0.75      0.5
  2  S     0.926096  0.412145  0.269677
  3  S     0.587855  0.656419  0.730323
  4  S     0.142467  0.073904  0.730323
  5  S     0.343581  0.857533  0.269677
  6  Zn    0         0         0",LiZnPS4
79,mp-11265,18.213889770110764,30.66780470364929,170.5857655101078,"Full Formula (Ba4 Ca4 Sn4)
Reduced Formula: BaCaSn
abc   :   5.325224   8.910542   9.775419
angles:  90.000000  90.000000  90.000000
Sites (12)
  #  SP       a         b         c
---  ----  ----  --------  --------
  0  Ca    0.75  0.855837  0.571343
  1  Ca    0.25  0.644163  0.071343
  2  Ca    0.75  0.355837  0.928657
  3  Ca    0.25  0.144163  0.428657
  4  Sn    0.25  0.274894  0.108429
  5  Sn    0.75  0.225106  0.608429
  6  Sn    0.25  0.774894  0.391571
  7  Sn    0.75  0.725106  0.891571
  8  Ba    0.25  0.021431  0.81861
  9  Ba    0.75  0.978569  0.18139
 10  Ba    0.25  0.521431  0.68139
 11  Ba    0.75  0.478569  0.31861",BaCaSn
80,mp-11327,3.4079475007514537,6.171960341356527,99.58577114763511,"Full Formula (Rb2 Se1)
Reduced Formula: Rb2Se
abc   :   5.743276   5.743276   5.743276
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Se    0     0     0
  1  Rb    0.75  0.75  0.75
  2  Rb    0.25  0.25  0.25",Rb2Se
81,mp-1138,2.082878952990456,9.31066561370822,593.5857319231493,"Full Formula (Li1 F1)
Reduced Formula: LiF
abc   :   2.887419   2.887419   2.887419
angles:  60.000000  60.000000  60.000000
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Li    0    0    0
  1  F     0.5  0.5  0.5",LiF
82,mp-1143,3.2363168804548885,9.958020912337957,792.5857161221927,"Full Formula (Al4 O6)
Reduced Formula: Al2O3
abc   :   5.177955   5.177954   5.177956
angles:  55.289628  55.289607  55.289594
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  O     0.443855  0.056145  0.750001         0
  1  O     0.943855  0.250001  0.556145         0
  2  Al    0.647904  0.647903  0.647903         0
  3  Al    0.852097  0.852097  0.852097         0
  4  O     0.056144  0.75      0.443855         0
  5  O     0.750001  0.443856  0.056144         0
  6  Al    0.147904  0.147903  0.147903         0
  7  Al    0.352097  0.352096  0.352096         0
  8  O     0.25      0.556144  0.943855         0
  9  O     0.556144  0.943856  0.249999         0",Al2O3
83,mp-11520,18.68680743447852,21.563089802094908,204.58576281044685,"Full Formula (Y1 Ni1 Sb1)
Reduced Formula: YNiSb
abc   :   4.499706   4.499706   4.499706
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Ni    0.25  0.25  0.25
  1  Y     0.5   0.5   0.5
  2  Sb    0     0     0",YNiSb
84,mp-1153,3.966743797248628,7.454393044083202,457.5857427217933,"Full Formula (Li2 S1)
Reduced Formula: Li2S
abc   :   4.045613   4.045613   4.045613
angles:  60.000000  60.000000  60.000000
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Li    0.25  0.25  0.25
  1  Li    0.75  0.75  0.75
  2  S     0     0     0",Li2S
85,mp-11583,9.71068845483024,22.303649141424426,679.5857250945952,"Full Formula (Zr4 S2 N4)
Reduced Formula: Zr2SN2
abc   :   3.647014   3.647014  12.921597
angles:  90.000000  90.000000 120.000000
Sites (10)
  #  SP           a         b        c
---  ----  --------  --------  -------
  0  N     0.666667  0.333333  0.56825
  1  N     0.333333  0.666667  0.06825
  2  N     0.333333  0.666667  0.43175
  3  N     0.666667  0.333333  0.93175
  4  S     0         0         0.25
  5  S     0         0         0.75
  6  Zr    0.333333  0.666667  0.60251
  7  Zr    0.666667  0.333333  0.10251
  8  Zr    0.666667  0.333333  0.39749
  9  Zr    0.333333  0.666667  0.89749",Zr2SN2
86,mp-11659,4.12836970009085,17.909526063544053,1382.5856692751352,"Full Formula (Ba1 Ti1 B2 O6)
Reduced Formula: BaTi(BO3)2
abc   :   6.325424   6.325424   6.325424
angles:  47.294240  47.294240  47.294240
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  B     0.232762  0.232762  0.232762         1
  1  B     0.767238  0.767238  0.767238         1
  2  O     0.340645  0.927018  0.439829         1
  3  O     0.439829  0.340645  0.927018         1
  4  O     0.072982  0.560171  0.659355         1
  5  O     0.659355  0.072982  0.560171         1
  6  O     0.560171  0.659355  0.072982         1
  7  O     0.927018  0.439829  0.340645         1
  8  Ti    0.5       0.5       0.5              1
  9  Ba    0         0         0                1",BaTi(BO3)2
