,formula,heusler type,num_electron,struct type,latt const,tetragonality,e_form,pol fermi,mu_b,mu_b saturation
1117,Mn2FeGe,Inverse Heusler,26,Xa,5.72,1.0,-0.14,85.64,2.0135,399.11
1118,Mn2FeSn,Inverse Heusler,26,Xa,6.059,0.9972,0.065,93.53,1.9994,334.38
1119,Mn2FeP,Inverse Heusler,27,Xa,5.5584,0.9989,-0.35200000000000004,100.0,3.0,648.75
1120,Mn2FeAs,Inverse Heusler,27,Xa,5.72,1.0,-0.071,100.0,3.0,594.65
1121,Mn2FeSb,Inverse Heusler,27,Xa,5.9914,1.0003,0.081,100.0,3.0,517.29
1122,Mn2CoAl,Inverse Heusler,26,Xa,5.7349,0.9995,-0.27,100.0,1.9999,393.53
1123,Mn2CoGa,Inverse Heusler,26,Xa,5.76,1.0,-0.16699999999999998,85.26,2.0045,389.1
1124,Mn2CoIn,Inverse Heusler,26,Xa,6.091,1.0,0.135,6.5,1.7774,291.77
1125,Mn2CoSi,Inverse Heusler,27,Xa,5.621,0.9989,-0.365,100.0,3.0,627.28
1126,Mn2CoGe,Inverse Heusler,27,Xa,5.733,1.0,-0.153,100.0,3.0,590.61
1127,Mn2CoSn,Inverse Heusler,27,Xa,6.0920000000000005,1.0,0.026000000000000002,31.41,1.5295,250.96
1128,Mn2CoP,Inverse Heusler,28,Xa,5.5814,1.0002,-0.33299999999999996,100.0,4.0,853.28
1129,Mn2CoAs,Inverse Heusler,28,Xa,5.7378,1.0005,-0.08,100.0,4.0,785.13
1130,Mn2CoSb,Inverse Heusler,28,Xa,5.9853,1.0005,0.042,100.0,4.0,691.7
1131,Mn2NiAl,Inverse Heusler,27,Xa,5.8,1.0,-0.253,52.14,1.1766,223.7
1132,Mn2NiGa,Inverse Heusler,27,Xa,5.83,1.0,-0.17,58.96,1.1825,221.37
1133,Mn2NiIn,Inverse Heusler,27,Xa,6.17,1.0,0.055,4.49,0.5289,83.53
1134,Mn2NiSi,Inverse Heusler,28,Xa,5.7,1.0,-0.29,27.68,1.0712,214.57
1135,Mn2NiGe,Inverse Heusler,28,Xa,5.85,1.0,-0.14,31.03,0.897,166.21
1136,Mn2NiSn,Inverse Heusler,28,Xa,6.146,1.0,-0.046,33.54,0.5561,88.86
1137,Mn2CuAl,Inverse Heusler,28,Xa,5.89,1.0,-0.11,52.06,0.1841,33.42
1138,Mn2CuGa,Inverse Heusler,28,Xa,5.937,1.0,-0.042,58.57,0.3264,57.86
1139,Mn2CuIn,Inverse Heusler,28,Xa,6.247000000000001,1.0,0.141,26.49,0.2512,38.22
1140,Fe2CoAl,Inverse Heusler,28,Xa,5.7006,1.0007,-0.27,58.7,4.9910000000000005,998.74
1141,Fe2CoGa,Inverse Heusler,28,Xa,5.724,1.0,-0.156,45.86,5.1876,1026.11
1142,Fe2CoIn,Inverse Heusler,28,Xa,6.0101,1.0021,0.136,52.55,6.0264,1027.68
1143,Fe2CoSi,Inverse Heusler,29,Xa,5.6086,0.9988,-0.371,74.15,4.9626,1044.71
1144,Fe2CoGe,Inverse Heusler,29,Xa,5.72,1.0,-0.16399999999999998,53.05,5.0832,1007.57
1145,Fe2CoSn,Inverse Heusler,29,Xa,5.9753,1.0045,-0.012,57.29,5.4656,946.13
1146,Fe2CoP,Inverse Heusler,30,Xa,5.5898,1.0006,-0.27899999999999997,21.21,5.7626,1223.17
1147,Fe2CoAs,Inverse Heusler,30,Xa,5.7646,1.0005,-0.057,67.59,5.9465,1150.96
1148,Fe2CoSb,Inverse Heusler,30,Xa,5.992000000000001,1.001,0.021,37.5,5.9328,1021.94
1149,Fe2NiAl,Inverse Heusler,29,Xa,5.7455,0.9972,-0.292,10.33,4.7777,937.04
1150,Fe2NiGa,Inverse Heusler,29,Xa,5.757000000000001,1.0,-0.183,6.86,4.8692,946.66
1151,Fe2NiIn,Inverse Heusler,29,Xa,6.0193,1.003,0.076,23.84,5.1485,873.12
1152,Co2NiAl,Inverse Heusler,31,Xa,5.69,1.0,-0.24100000000000002,3.37,2.9916,602.41
