,formula,phase,processing,gfa
585,Al24B34Co42,AM,meltspin,1
586,Al24B40Co36,AM,meltspin,1
587,Al24La18Ni58,AM,meltspin,1
588,Al24Mg28Ti48,AC,sputtering,0
589,Al24Ni2Zr74,AM,meltspin,1
590,Al24Ni48Zr28,AM,meltspin,1
591,Al25Au20La55,AM,meltspin,1
592,Al25B0Tb75,AM,meltspin,1
593,Al25Ce55Ni20,AM,meltspin,1
594,Al25Co20La55,AM,meltspin,1
595,Al25Co20Zr55,AM,meltspin,1
596,Al25Cr20La55,AM,meltspin,1
597,Al25Cu0Ti75,CR,meltspin,0
598,Al25Cu10La65,AM,meltspin,1
599,Al25Cu15La60,AM,meltspin,1
600,Al25Cu20La55,AM,meltspin,1
601,Al25Cu25La50,AM,meltspin,1
602,Al25Cu25Ti50,AC,meltspin,0
603,Al25Cu30Ti45,AC,meltspin,0
604,Al25Cu35La40,AM,meltspin,1
605,Al25Cu35Ti40,AM,meltspin,1
606,Al25Cu50Mn25,CR,meltspin,0
607,Al25Cu50Ti25,AM,meltspin,1
608,Al25Cu55Ti20,AM,meltspin,1
609,Al25Cu5Ti70,CR,meltspin,0
610,Al25Fe20La55,AM,meltspin,1
611,Al25Gd55Ni20,AM,meltspin,1
612,Al25La20Ni55,AM,meltspin,1
613,Al25La30Ni45,AM,meltspin,1
614,Al25La40Ni35,AM,meltspin,1
615,Al25La45Ni30,AM,meltspin,1
616,Al25La50Ni25,AM,meltspin,1
617,Al25La55Mn20,AM,meltspin,1
618,Al25La55Ni20,AM,meltspin,1
619,Al25La55Pt20,AM,meltspin,1
620,Al25La55Zn20,AM,meltspin,1
621,Al25La60Ni15,AM,meltspin,1
622,Al25La65Ni10,AM,meltspin,1
623,Al25La70Ni5,AM,meltspin,1
624,Al25Nd55Ni20,AM,meltspin,1
625,Al25Ni0Zr75,CR,meltspin,0
626,Al25Ni10Zr65,AM,meltspin,1
627,Al25Ni15Zr60,AM,meltspin,1
628,Al25Ni20Sm55,AM,meltspin,1
629,Al25Ni20Y55,AM,meltspin,1
630,Al25Ni20Zr55,AM,meltspin,1
631,Al25Ni25Ti50,AM,meltspin,1
632,Al25Ni25Zr50,AM,meltspin,1
633,Al25Ni27Zr48,AM,meltspin,1
634,Al25Ni30Ti45,AM,sputtering,1
635,Al25Ni30Zr45,AM,meltspin,1
636,Al25Ni35Ti40,AM,meltspin,1
637,Al25Ni35Zr40,AM,meltspin,1
638,Al25Ni40Zr35,AM,meltspin,1
639,Al25Ni45Zr30,AM,meltspin,1
640,Al25Ni5Zr70,AM,meltspin,1
641,Al26La18Ni56,AM,meltspin,1
642,Al26Mg18Ti56,AM,sputtering,1
643,Al26Ni44Ti30,AM,sputtering,1
644,Al26Ni46Zr28,AM,meltspin,1
645,Al26Ni4Zr70,AM,meltspin,1
646,Al26Ni8Zr66,AM,meltspin,1
647,Al27Mg30Ti43,AC,sputtering,0
648,Al27Ni10Zr63,AM,meltspin,1
649,Al27Ni6Zr67,AM,meltspin,1
650,Al28B22Ni50,AC,meltspin,0
651,Al28B30Ni42,CR,meltspin,0
652,Al28La18Ni54,AM,meltspin,1
653,Al28Mg22Ti50,AM,sputtering,1
654,Al28Mg27Ti45,AM,sputtering,1
655,Al28Ni12Zr60,AM,meltspin,1
656,Al28Ni44Zr28,AM,meltspin,1
657,Al28Ni72Ti0,CR,sputtering,0
658,Al29Mg13Ti58,AM,sputtering,1
659,Al29Ni29Ti42,AM,sputtering,1
660,Al29Ni52Ti19,AM,sputtering,1
661,Al2Ce10Cu88,AC,meltspin,0
662,Al2Ce6Cu92,CR,meltspin,0
663,Al2Ce8Cu90,AC,meltspin,0
664,Al2Co88Zr10,AM,meltspin,1
665,Al2Cu88Nd10,AC,meltspin,0
666,Al2Cu90Nd8,AC,meltspin,0
667,Al2Cu92Nd6,AC,meltspin,0
668,Al2La39Ni59,AM,meltspin,1
669,Al2La40Ni58,AM,meltspin,1
670,Al2La42Ni56,AM,meltspin,1
671,Al2La44Ni54,AM,meltspin,1
672,Al2La82Ni16,AM,meltspin,1
673,Al2Ni14Zr84,AM,meltspin,1
674,Al2Ni66Zr32,AM,meltspin,1
675,Al2Ni88Zr10,AM,meltspin,1
676,Al30Ca60Ga10,AM,meltspin,1
677,Al30Ca70Mg0,AM,meltspin,1
678,Al30Cu0La70,AM,meltspin,1
679,Al30Cu0Ti70,CR,meltspin,0
680,Al30Cu10La60,AM,meltspin,1
681,Al30Cu10Ti60,CR,meltspin,0
682,Al30Cu15La55,AM,meltspin,1
683,Al30Cu20La50,AM,meltspin,1
684,Al30Cu20Ti50,AC,meltspin,0
685,Al30Cu28Y42,AM,meltspin,1
686,Al30Cu30Ti40,AC,meltspin,0
687,Al30Cu35La35,AM,meltspin,1
688,Al30Cu40La30,AM,meltspin,1
689,Al30Cu40Ti30,AC,meltspin,0
690,Al30Cu50La20,CR,meltspin,0
691,Al30Cu50Ti20,AM,meltspin,1
692,Al30Cu60La10,CR,meltspin,0
693,Al30La10Ni60,CR,meltspin,0
694,Al30La15Ni55,CR,meltspin,0
695,Al30La18Ni52,AM,meltspin,1
696,Al30La20Ni50,AM,meltspin,1
697,Al30La25Ni45,AM,meltspin,1
698,Al30La30Ni40,AM,meltspin,1
699,Al30La35Ni35,AM,meltspin,1
700,Al30La40Ni30,AM,meltspin,1
701,Al30La45Ni25,AM,meltspin,1
702,Al30La50Ni20,AM,meltspin,1
703,Al30La55Ni15,AM,meltspin,1
704,Al30La60Ni10,AM,meltspin,1
705,Al30La65Ni5,AM,meltspin,1
706,Al30La70Ni0,AM,meltspin,1
707,Al30Mg27Ti43,AC,sputtering,0
708,Al30Mg40Zn30,CR,meltspin,0
709,Al30Mg50Zn20,CR,meltspin,0
710,Al30Mg60Zn10,CR,meltspin,0
711,Al30Ni0Zr70,CR,meltspin,0
712,Al30Ni10Zr60,CR,meltspin,0
713,Al30Ni14Zr56,AM,meltspin,1
714,Al30Ni15Zr55,AM,meltspin,1
715,Al30Ni20Zr50,AM,meltspin,1
716,Al30Ni25Ti45,AM,sputtering,1
717,Al30Ni25Zr45,AM,meltspin,1
718,Al30Ni28Ti42,AM,meltspin,1
719,Al30Ni30Zr40,AM,meltspin,1
720,Al30Ni35Zr35,AM,meltspin,1
721,Al30Ni40Zr30,AM,meltspin,1
722,Al30Ni42Zr28,AM,meltspin,1
723,Al30Ni50Zr20,CR,meltspin,0
724,Al30Ni60Zr10,CR,meltspin,0
725,Al31Ni50Ti19,CR,meltspin,0
726,Al32La18Ni50,AM,meltspin,1
727,Al32Ni16Zr52,AM,meltspin,1
728,Al32Ni20Zr48,AM,meltspin,1
729,Al32Ni40Zr28,AM,meltspin,1
730,Al33.4Fe33.3Gd33.3,AM,meltspin,1
731,Al33Mg13Ti54,AM,sputtering,1
732,Al33Mg6Ti61,AM,sputtering,1
733,Al33Ni22Zr45,AM,meltspin,1
734,Al33Ni38Zr29,AM,meltspin,1
735,Al34La18Ni48,AM,meltspin,1
736,Al34Mo45Si21,AM,sputtering,1
737,Al34Ni20Zr46,AM,meltspin,1
738,Al34Ni24Zr42,AM,meltspin,1
739,Al34Ni34Zr32,AM,meltspin,1
740,Al34Ni36Zr30,AM,meltspin,1
741,Al35Cu0Ti65,CR,meltspin,0
742,Al35Cu10La55,AM,meltspin,1
743,Al35Cu15La50,AM,meltspin,1
744,Al35Cu40Ti25,AC,meltspin,0
745,Al35Cu45Ti20,AC,meltspin,0
746,Al35Cu50Ti15,AM,meltspin,1
747,Al35Cu5Ti60,CR,meltspin,0
748,Al35La25Ni40,AM,meltspin,1
749,Al35La30Ni35,AM,meltspin,1
750,Al35La35Ni30,AM,meltspin,1
751,Al35La40Ni25,AM,meltspin,1
752,Al35La45Ni20,AM,meltspin,1
753,Al35La50Ni15,AM,meltspin,1
754,Al35La55Ni10,AM,meltspin,1
755,Al35La60Ni5,AM,meltspin,1
756,Al35Ni20Zr45,AM,meltspin,1
757,Al35Ni26Zr39,AM,meltspin,1
758,Al35Ni32Zr33,AM,meltspin,1
759,Al35Ni35Zr30,AM,meltspin,1
760,Al35Ni48Ti17,AM,sputtering,1
761,Al35Ni5Zr60,CR,meltspin,0
762,Al35Ni7Ti58,AM,sputtering,1
763,Al36La18Ni46,AM,meltspin,1
764,Al36Mg0Ti64,AC,sputtering,0
765,Al36Mg15Ti49,AC,sputtering,0
766,Al36Ni0Ti64,AC,sputtering,0
767,Al36Ni19Ti45,AM,sputtering,1
768,Al36Ni28Ti36,AM,sputtering,1
769,Al36Ni28Zr36,AM,meltspin,1
770,Al36Ni30Zr34,AM,meltspin,1
771,Al37Mg10Ti53,AM,sputtering,1
772,Al37Mg20Ti43,AC,sputtering,0
773,Al38Cr10Ge52,AM,meltspin,1
774,Al38La18Ni44,AM,meltspin,1
775,Al38Ni30Ti32,AM,sputtering,1
776,Al38Ni32Ti30,AM,sputtering,1
777,Al39Mg7Ti54,AM,sputtering,1
778,Al3Fe80P17,AM,meltspin,1
779,Al3La83Ni14,AM,meltspin,1
780,Al40Ca60Ga0,AM,meltspin,1
781,Al40Cu0La60,AM,meltspin,1
782,Al40Cu0Ti60,CR,meltspin,0
783,Al40Cu10La50,AC,meltspin,0
784,Al40Cu10Ti50,CR,meltspin,0
785,Al40Cu20La40,AC,meltspin,0
786,Al40Cu20Ti40,CR,meltspin,0
787,Al40Cu30La30,CR,meltspin,0
788,Al40Cu30Ti30,AC,meltspin,0
789,Al40Cu40La20,CR,meltspin,0
790,Al40Cu40Ti20,AC,meltspin,0
791,Al40Cu50Ti10,AM,meltspin,1
792,Al40Cu60Ti0,CR,meltspin,0
793,Al40Gd60Si0,AM,meltspin,1
794,Al40La10Ni50,CR,meltspin,0
795,Al40La15Ni45,AC,meltspin,0
796,Al40La18Ni42,AM,meltspin,1
797,Al40La20Ni40,AM,meltspin,1
798,Al40La25Ni35,AM,meltspin,1
799,Al40La30Ni30,AM,meltspin,1
800,Al40La35Ni25,AM,meltspin,1
801,Al40La40Ni20,AM,meltspin,1
802,Al40La45Ni15,AM,meltspin,1
803,Al40La50Ni10,AM,meltspin,1
804,Al40La55Ni5,AM,meltspin,1
805,Al40La60Ni0,AM,meltspin,1
806,Al40Mg12Ti48,AM,sputtering,1
807,Al40Mg18Ti42,AM,sputtering,1
808,Al40Mg40Zn20,CR,meltspin,0
809,Al40Mg50Zn10,CR,meltspin,0
810,Al40Mn25Si35,AC,meltspin,0
811,Al40Ni10Zr50,CR,meltspin,0
812,Al40Ni20Zr40,CR,meltspin,0
813,Al40Ni30Zr30,CR,meltspin,0
814,Al40Ni37Ti23,AM,sputtering,1
815,Al40Ni40Zr20,CR,meltspin,0
816,Al40Ni44Ti16,AM,sputtering,1
817,Al40Ni50Ti10,CR,meltspin,0
818,Al40Ni50Zr10,CR,meltspin,0
819,Al41Ni54Ti5,CR,sputtering,0
820,Al42Co10Ge48,AM,meltspin,1
821,Al42Fe10Ge48,AM,meltspin,1
822,Al42Ge48Mn10,AM,meltspin,1
823,Al42La18Ni40,AM,meltspin,1
824,Al42Mg44Pd14,CR,meltspin,0
825,Al42Ni14Ti44,AM,sputtering,1
826,Al43Mg44Pd13,CR,meltspin,0
827,Al43Ni17Ti40,AM,sputtering,1
828,Al43Ni35Ti22,AM,sputtering,1
829,Al44La18Ni38,AM,meltspin,1
830,Al44Mg7Ti49,AM,sputtering,1
831,Al44Ni14Ti42,AM,sputtering,1
832,Al45Cr15Si40,CR,meltspin,0
833,Al45Cr20Si35,CR,meltspin,0
834,Al45Cu0Ti55,CR,meltspin,0
835,Al45Cu10Ti45,CR,meltspin,0
836,Al45Cu20Ti35,CR,meltspin,0
837,Al45Cu35Ti20,AC,meltspin,0
838,Al45Cu40Ti15,AC,meltspin,0
839,Al45Cu5Ti50,CR,meltspin,0
840,Al45Gd55Si0,AM,meltspin,1
841,Al45Ge40V15,CR,meltspin,0
842,Al45La25Ni30,AM,meltspin,1
843,Al45La30Ni25,AM,meltspin,1
844,Al45La35Ni20,AM,meltspin,1
845,Al45La40Ni15,AM,meltspin,1
846,Al45La45Ni10,AM,meltspin,1
847,Al45Mg2Ti53,AM,sputtering,1
848,Al45Mn15Si40,AC,meltspin,0
849,Al45Mn20Si35,AM,meltspin,1
850,Al45Ni10Zr45,AM,meltspin,1
851,Al45Ni25Ti30,AM,sputtering,1
852,Al45Ni42Ti13,AM,sputtering,1
853,Al45Ni7Ti48,AM,sputtering,1
854,Al46La18Ni36,AM,meltspin,1
855,Al46Mg0Ti54,AM,sputtering,1
856,Al46Mg40Pd14,CR,meltspin,0
857,Al46Ni0Ti54,AM,sputtering,1
858,Al47Mg17Ti36,AC,sputtering,0
859,Al47Mg9Ti44,AM,sputtering,1
860,Al47Ni37Ti16,AM,sputtering,1
861,Al48La18Ni34,AM,meltspin,1
862,Al48Mg22Pd30,CR,meltspin,0
863,Al49Co10Si41,AM,meltspin,1
864,Al4B10Co86,CR,meltspin,0
865,Al4B10Fe86,CR,meltspin,0
866,Al4B14Co82,CR,meltspin,0
867,Al4B14Fe82,AM,meltspin,1
868,Al4B18Co78,AM,meltspin,1
869,Al4B18Fe78,AM,meltspin,1
870,Al4B18Ni78,AM,meltspin,1
871,Al4B22Co74,AM,meltspin,1
872,Al4B22Fe74,AM,meltspin,1
873,Al4B22Ni74,AM,meltspin,1
874,Al4B26Co70,AM,meltspin,1
875,Al4B26Ni70,AM,meltspin,1
876,Al4B30Co66,AM,meltspin,1
877,Al4B30Ni66,AM,meltspin,1
878,Al4B34Co62,AM,meltspin,1
879,Al4B34Ni62,AM,meltspin,1
880,Al4B38Ni58,AM,meltspin,1
881,Al4B42Ni54,AM,meltspin,1
882,Al4Ce10Cu86,AC,meltspin,0
883,Al4Ce4Cu92,CR,meltspin,0
884,Al4Ce8Cu88,AC,meltspin,0
885,Al4Cu86Nd10,AC,meltspin,0
886,Al4Cu88Nd8,AC,meltspin,0
887,Al4Cu90Nd6,AC,meltspin,0
888,Al4Cu92Nd4,CR,meltspin,0
889,Al4La36Ni60,AM,meltspin,1
890,Al4Ni12Zr84,AM,meltspin,1
891,Al50Cr15Si35,AM,meltspin,1
892,Al50Cu0La50,AM,meltspin,1
893,Al50Cu10La40,CR,meltspin,0
894,Al50Cu10Ti40,CR,meltspin,0
895,Al50Cu20La30,CR,meltspin,0
896,Al50Cu20Ti30,CR,meltspin,0
897,Al50Cu30Fe20,CR,sputtering,0
898,Al50Cu30La20,CR,meltspin,0
899,Al50Cu30Ti20,CR,meltspin,0
900,Al50Cu40La10,CR,meltspin,0
901,Al50Cu40Ti10,AM,meltspin,1
902,Al50Cu40V10,CR,meltspin,0
903,Al50Cu45Ti5,AM,meltspin,1
904,Al50Cu50Ti0,CR,meltspin,0
905,Al50Cu5Ti45,CR,meltspin,0
906,Al50Gd50Si0,AM,meltspin,1
907,Al50Ge25V25,CR,meltspin,0
908,Al50Ge30V20,CR,meltspin,0
909,Al50Ge35V15,CR,meltspin,0
910,Al50Ge40Mn10,AM,meltspin,1
911,Al50Ge40V10,CR,meltspin,0
912,Al50La10Ni40,CR,meltspin,0
913,Al50La15Ni35,AC,meltspin,0
914,Al50La18Ni32,AM,meltspin,1
915,Al50La20Ni30,AM,meltspin,1
916,Al50La25Ni25,AM,meltspin,1
917,Al50La30Ni20,AM,meltspin,1
918,Al50La35Ni15,AM,meltspin,1
919,Al50La40Ni10,AM,meltspin,1
920,Al50La45Ni5,AM,meltspin,1
921,Al50La50Ni0,AM,meltspin,1
922,Al50Mg15Ti35,AM,sputtering,1
923,Al50Mg22Ti28,CR,sputtering,0
924,Al50Mg25Pd25,AC,meltspin,0
925,Al50Mg36Pd14,CR,meltspin,0
926,Al50Mg40Zn10,CR,meltspin,0
927,Al50Mn15Si35,AM,meltspin,1
928,Al50Mn20Si30,AM,meltspin,1
929,Al50Mn25Si25,AC,meltspin,0
930,Al50Ni10Zr40,CR,meltspin,0
931,Al50Ni20Zr30,CR,meltspin,0
932,Al50Ni25Ti25,AM,sputtering,1
933,Al50Ni30Y20,AM,meltspin,1
934,Al50Ni30Zr20,CR,meltspin,0
935,Al50Ni40Zr10,CR,meltspin,0
936,Al51Ni7Ti42,AM,sputtering,1
937,Al52Co23Si25,AM,meltspin,1
938,Al52Cr10Si38,AM,meltspin,1
939,Al52Fe23Ge25,AM,meltspin,1
940,Al52Fe23Si25,AM,meltspin,1
941,Al52Ge38V10,AM,meltspin,1
942,Al52Mg10Ti38,AM,sputtering,1
943,Al52Mg17Pd31,CR,meltspin,0
944,Al52Mg18Pd30,CR,meltspin,0
945,Al52Ni11Ti37,AM,sputtering,1
946,Al52Ni23Si25,AM,meltspin,1
947,Al53La30Ni17,AM,meltspin,1
948,Al53La32Ni15,AM,meltspin,1
949,Al53La34Ni13,AM,meltspin,1
950,Al53La36Ni11,AM,meltspin,1
951,Al53La37Ni10,AM,meltspin,1
952,Al53Mg15Ti32,AM,sputtering,1
953,Al53Mg21Pd26,AM,meltspin,1
954,Al53Mn20Si27,AM,meltspin,1
955,Al53Mo31Si16,AM,sputtering,1
956,Al53Ni25Ti22,AM,sputtering,1
957,Al54La16Ni30,AM,meltspin,1
958,Al54Mg32Pd14,CR,meltspin,0
959,Al54Mo46Si0,AM,sputtering,1
960,Al54Ni12Ti34,AM,sputtering,1
961,Al54Ni41Ti5,AC,sputtering,0
962,Al55Cr10Si35,AM,meltspin,1
963,Al55Cr15Si30,AM,meltspin,1
964,Al55Cr20Si25,CR,meltspin,0
965,Al55Cr25Si20,CR,meltspin,0
966,Al55Cu0Ti45,CR,meltspin,0
967,Al55Cu10Ti35,CR,meltspin,0
968,Al55Cu35Ti10,AC,meltspin,0
969,Al55Cu35V10,AM,meltspin,1
970,Al55Cu40Ti5,AM,meltspin,1
971,Al55Gd45Si0,AM,meltspin,1
972,Al55Ge25V20,CR,meltspin,0
973,Al55Ge30V15,AM,meltspin,1
974,Al55Ge35V10,AM,meltspin,1
975,Al55La20Ni25,AM,meltspin,1
976,Al55La28Ni17,AM,meltspin,1
977,Al55La30Ni15,AC,meltspin,0
978,Al55La35Ni10,CR,meltspin,0
979,Al55La37Ni8,AM,meltspin,1
980,Al55La40Ni5,AM,meltspin,1
981,Al55La45Ni0,AM,meltspin,1
982,Al55Mg15Pd30,CR,meltspin,0
983,Al55Mg18Ti27,AC,sputtering,0
984,Al55Mg23Ti22,AC,sputtering,0
985,Al55Mn10Si35,AM,meltspin,1
986,Al55Mn15Si30,AM,meltspin,1
987,Al55Mn20Si25,AM,meltspin,1
988,Al55Ni25Y20,AM,meltspin,1
989,Al55Ni30Zr15,CR,meltspin,0
990,Al56La16Ni28,AM,meltspin,1
991,Al56La40Ni4,AM,meltspin,1
992,Al56La42Ni2,AM,meltspin,1
993,Al57Co18Ge25,AM,meltspin,1
994,Al57Cr23Si20,CR,meltspin,0
995,Al57Cr28Si15,CR,meltspin,0
996,Al57Fe27Ni16,CR,sputtering,0
997,Al57Ge25Mn18,AM,meltspin,1
998,Al57Ge25V18,AM,meltspin,1
999,Al57La26Ni17,AM,meltspin,1
1000,Al57La37Ni6,AM,meltspin,1
1001,Al57La43Ni0,AM,meltspin,1
1002,Al57Mg0Ti43,AM,sputtering,1
1003,Al57Mg11Ti32,AM,sputtering,1
1004,Al57Mg7Ti36,AM,sputtering,1
1005,Al57Ni0Ti43,AM,sputtering,1
1006,Al57Ni17Ti26,AM,sputtering,1
1007,Al57Ni26Zr17,AM,meltspin,1
1008,Al57Ni28Zr15,AM,meltspin,1
1009,Al57Ni30Zr13,AM,meltspin,1
1010,Al57Ni32Zr11,AM,meltspin,1
1011,Al58Cr17Si25,AM,meltspin,1
1012,Al58Cr20Si22,CR,meltspin,0
1013,Al58La14Ni28,AM,meltspin,1
1014,Al58Ni32Zr10,AM,meltspin,1
1015,Al59Cr19Si22,CR,meltspin,0
1016,Al59Ge31Ni10,AM,meltspin,1
1017,Al59La24Ni17,AM,meltspin,1
1018,Al59Ni0Ti41,AM,sputtering,1
1019,Al59Ni24Zr17,AM,meltspin,1
1020,Al59Ni32Zr9,AM,meltspin,1
1021,Al59Ni9Ti32,AM,sputtering,1
1022,Al5Co85Zr10,AM,meltspin,1
1023,Al5Cu30Zr65,AM,meltspin,1
1024,Al5Cu38Ti57,AM,meltspin,1
1025,Al5Cu38Y57,AM,meltspin,1
1026,Al5Cu50Ti45,AM,meltspin,1
1027,Al5Cu55Ti40,AM,meltspin,1
1028,Al5Cu60Ti35,AM,meltspin,1
1029,Al5Fe85Si10,AM,meltspin,1
1030,Al5La40Ni55,AM,meltspin,1
1031,Al5La55Ni40,AM,meltspin,1
1032,Al5La65Ni30,AM,meltspin,1
1033,Al5La75Ni20,AM,meltspin,1
1034,Al5La83Ni12,AM,meltspin,1
1035,Al5La85Ni10,AM,meltspin,1
1036,Al5Mg50Zn45,AM,meltspin,1
1037,Al5Mg60Ti35,CR,sputtering,0
1038,Al5Mg60Zn35,AM,meltspin,1
1039,Al5Mg65Zn30,AM,meltspin,1
1040,Al5Mg70Zn25,AM,meltspin,1
1041,Al5Mg75Zn20,AM,meltspin,1
1042,Al5Mg80Zn15,AC,meltspin,0
1043,Al5Mg85Zn10,CR,meltspin,0
1044,Al5Mg90Zn5,CR,meltspin,0
1045,Al5Ni10Zr85,CR,meltspin,1
1046,Al5Ni15Zr80,AM,meltspin,1
1047,Al5Ni20Zr75,AM,meltspin,1
1048,Al5Ni25Zr70,AM,meltspin,1
1049,Al5Ni30Zr65,AM,meltspin,1
1050,Al5Ni34.2Zr60.8,AM,meltspin,1
1051,Al5Ni35Zr60,AM,meltspin,1
1052,Al5Ni40Zr55,AM,meltspin,1
1053,Al5Ni45Zr50,AM,meltspin,1
1054,Al5Ni50Ti45,AC,meltspin,0
1055,Al5Ni50Zr45,AM,meltspin,1
1056,Al5Ni55Zr40,AM,meltspin,1
1057,Al5Ni60Zr35,AM,meltspin,1
1058,Al5Ni65Zr30,AM,meltspin,1
1059,Al5Ni85Zr10,CR,meltspin,1
1060,Al60Ce10Ni30,AM,meltspin,1
1061,Al60Ce20Fe20,CR,meltspin,0
1062,Al60Ce20Ni20,CR,meltspin,0
1063,Al60Ce23Fe17,CR,meltspin,0
1064,Al60Ce25Fe15,CR,meltspin,0
1065,Al60Cr10Ge30,AM,meltspin,1
1066,Al60Cr10Si30,AM,meltspin,1
1067,Al60Cr15Si25,AM,meltspin,1
1068,Al60Cr18Si22,CR,meltspin,0
1069,Al60Cr20Si20,CR,meltspin,0
1070,Al60Cr25Si15,CR,meltspin,0
1071,Al60Cr30Si10,CR,meltspin,0
1072,Al60Cr5Si35,CR,meltspin,0
1073,Al60Cu0La40,CR,meltspin,0
1074,Al60Cu0Ti40,CR,meltspin,0
1075,Al60Cu10Ti30,CR,meltspin,0
1076,Al60Cu20Ti20,CR,meltspin,0
1077,Al60Cu25V15,CR,meltspin,0
1078,Al60Cu30V10,AM,meltspin,1
1079,Al60Cu35Ti5,AC,meltspin,0
1080,Al60Cu35V5,AC,meltspin,0
1081,Al60Cu40Ti0,CR,meltspin,0
1082,Al60Cu5Ti35,CR,meltspin,0
1083,Al60Gd20Ni20,CR,meltspin,0
1084,Al60Ge20V20,CR,meltspin,0
1085,Al60Ge25V15,AM,meltspin,1
1086,Al60Ge30Mn10,AM,meltspin,1
1087,Al60Ge30Ni10,AM,meltspin,1
1088,Al60Ge30V10,AM,meltspin,1
1089,Al60Ge35V5,CR,meltspin,0
1090,Al60La10Ni30,CR,meltspin,0
1091,Al60La12Ni28,AM,meltspin,1
1092,Al60La20Ni20,AM,meltspin,1
1093,Al60La30Ni10,CR,meltspin,0
1094,Al60La40Ni0,CR,meltspin,0
1095,Al60Mg11Ti29,AM,sputtering,1
1096,Al60Mg12Ti28,AM,sputtering,1
1097,Al60Mg13Ti27,AC,sputtering,0
1098,Al60Mn10Si30,AM,meltspin,1
1099,Al60Mn15Si25,AM,meltspin,1
1100,Al60Mn20Si20,CR,meltspin,0
1101,Al60Mn5Si35,AC,meltspin,0
1102,Al60Ni10Zr30,CR,meltspin,0
1103,Al60Ni20Y20,AM,meltspin,1
1104,Al60Ni20Zr20,CR,meltspin,1
1105,Al60Ni22Zr18,AM,meltspin,1
1106,Al60Ni25Y15,AM,meltspin,1
1107,Al60Ni30Ti10,AM,sputtering,1
1108,Al60Ni30Zr10,AM,meltspin,1
1109,Al61Ce10Ni29,AM,meltspin,1
1110,Al61Cr10Ge29,AM,meltspin,1
1111,Al61Cr21Si18,CR,meltspin,0
1112,Al61La22Ni17,AM,meltspin,1
1113,Al62.5Ce25.5Fe12,CR,meltspin,0
1114,Al62.5Ce25Fe12.5,CR,meltspin,0
1115,Al62.5Cu25Fe12.5,CR,sputtering,0
1116,Al62Cr19Si19,CR,meltspin,0
1117,Al62Cu21Fe17,AC,sputtering,0
1118,Al62Ge25Ni13,AM,meltspin,1
1119,Al62La10Ni28,AM,meltspin,1
1120,Al62Mg0Ti38,AM,sputtering,1
1121,Al62Ni0Ti38,AM,sputtering,1
1122,Al62Ni20Zr18,AM,meltspin,1
1123,Al62Ni30Zr8,AM,meltspin,1
1124,Al63Cr15Si22,CR,meltspin,0
1125,Al63Cr19Si18,CR,meltspin,0
1126,Al63Fe12Si25,AM,meltspin,1
1127,Al63La20Ni17,AM,meltspin,1
1128,Al63Mg3Ti34,AM,sputtering,1
1129,Al63Mo31Si6,AM,sputtering,1
1130,Al63Ni14Ti23,AM,sputtering,1
1131,Al64Ce23Fe13,CR,meltspin,0
1132,Al64Cu23Fe13,CR,sputtering,0
1133,Al64Ge26Ni10,AM,meltspin,1
1134,Al64La8Ni28,AM,meltspin,1
1135,Al64Ni28Zr8,AM,meltspin,1
1136,Al65Ce15Fe20,CR,meltspin,0
1137,Al65Ce15Ni20,AM,meltspin,1
1138,Al65Ce20Fe15,CR,meltspin,0
1139,Al65Ce25Fe10,CR,meltspin,0
1140,Al65Ce5Ni30,AM,meltspin,1
1141,Al65Cr10Si25,AM,meltspin,1
1142,Al65Cr15Si20,CR,meltspin,0
1143,Al65Cr20Ge15,CR,meltspin,0
1144,Al65Cr20Si15,CR,meltspin,0
1145,Al65Cr25Si10,CR,meltspin,0
1146,Al65Cu0Ti35,CR,meltspin,0
1147,Al65Cu15Fe20,AM,sputtering,1
1148,Al65Cu15V20,CR,meltspin,0
1149,Al65Cu20Gd15,AM,meltspin,1
1150,Al65Cu20Mn15,CR,meltspin,0
1151,Al65Cu20V15,AM,meltspin,1
1152,Al65Cu25V10,AM,meltspin,1
1153,Al65Cu30V5,AM,meltspin,1
1154,Al65Fe15Ni20,CR,sputtering,0
1155,Al65Fe21Ni14,CR,sputtering,0
1156,Al65Gd15Ni20,AM,meltspin,1
1157,Al65Ge15Mn20,CR,meltspin,0
1158,Al65Ge20V15,CR,meltspin,0
1159,Al65Ge25V10,AM,meltspin,1
1160,Al65Ge30V5,CR,meltspin,0
1161,Al65La15Ni20,AM,meltspin,1
1162,Al65La18Ni17,AM,meltspin,1
1163,Al65La25Ni10,CR,meltspin,0
1164,Al65La30Ni5,CR,meltspin,0
1165,Al65Mn10Si25,AM,meltspin,1
1166,Al65Mn15Si20,AM,meltspin,1
1167,Al65Mn20Si15,CR,meltspin,0
1168,Al65Mo5Ni30,AM,meltspin,1
1169,Al65Nd15Ni20,AM,meltspin,1
1170,Al65Nd20Ni15,CR,meltspin,0
1171,Al65Ni15Si20,AM,meltspin,1
1172,Al65Ni15Sm20,AM,meltspin,1
1173,Al65Ni15Y20,AC,meltspin,0
1174,Al65Ni16Si19,AM,meltspin,1
1175,Al65Ni17.5Si17.5,AM,meltspin,1
1176,Al65Ni18Zr17,AM,meltspin,1
1177,Al65Ni20Y15,AM,meltspin,1
1178,Al65Ni20Zr15,AM,meltspin,1
