,material_id,formula,nsites,space_group,volume,structure,band_gap,e_electronic,e_total,n,poly_electronic,poly_total,pot_ferroelectric
38,mp-23209,SrCl2,3,225,87.49726892790001,"Full Formula (Sr1 Cl2)
Reduced Formula: SrCl2
abc   :   4.983141   4.983140   4.983141
angles:  60.000002  60.000007  60.000000
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Sr    0     0     0
  1  Cl    0.75  0.75  0.75
  2  Cl    0.25  0.25  0.25",5.23,"[[2.87944275, 1.2570000000000002e-05, 6.7e-06], [1.254e-05, 2.87943961, 7.049999999999999e-06], [5.91e-06, 5.24e-06, 2.87945136]]","[[8.47786213, -0.0008799, -5.063e-05], [-0.00087993, 8.4799021, -3.3740000000000006e-05], [-5.1420000000000006e-05, -3.5550000000000004e-05, 8.47355856]]",1.7,2.88,8.48,False
39,mp-1285,PtO2,6,58,67.0381111474,"Full Formula (Pt2 O4)
Reduced Formula: PtO2
abc   :   3.191788   4.611381   4.554668
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP      a         b        c
---  ----  ---  --------  -------
  0  Pt    0    0         0
  1  Pt    0.5  0.5       0.5
  2  O     0    0.740835  0.63761
  3  O     0    0.259165  0.36239
  4  O     0.5  0.240835  0.86239
  5  O     0.5  0.759165  0.13761",0.64,"[[21.446321179999998, 4.1200000000000005e-05, -7.499999999999999e-06], [-9.781000000000001e-05, 20.26112453, 0.00385491], [-5.99e-06, 0.00341763, 22.29775173]]","[[22.51347562, 9.107000000000002e-05, -1.9290000000000003e-05], [-4.794000000000001e-05, 21.37528902, 0.00566952], [-1.7780000000000003e-05, 0.00523224, 23.422962060000003]]",4.62,21.34,22.44,False
40,mp-241,CdF2,3,225,41.425174546,"Full Formula (Cd1 F2)
Reduced Formula: CdF2
abc   :   3.883826   3.883826   3.883826
angles:  60.000002  60.000000  60.000002
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Cd    0     0     0
  1  F     0.75  0.75  0.75
  2  F     0.25  0.25  0.25",2.9,"[[2.80335139, -7.37e-06, -4.769999999999999e-06], [-7.16e-06, 2.80335532, -5.23e-06], [-7.769999999999998e-06, -7e-06, 2.8033271600000003]]","[[9.0235134, -0.00014366000000000002, 8.784000000000001e-05], [-0.00014345000000000002, 9.0229444, -6.19e-06], [8.484000000000001e-05, -7.96e-06, 9.02398955]]",1.67,2.8,9.02,False
41,mp-2251,Li3N,4,191,44.8825668292,"Full Formula (Li3 N1)
Reduced Formula: Li3N
abc   :   3.650690   3.650690   3.888635
angles:  90.000000  90.000000 120.000002
Sites (4)
  #  SP           a         b    c
---  ----  --------  --------  ---
  0  Li    0         0         0.5
  1  Li    0.333333  0.666667  0
  2  Li    0.666667  0.333333  0
  3  N     0         0         0",0.98,"[[6.16061593, 1.2e-07, 0.0], [1.5e-07, 6.16061044, -1.7000000000000001e-07], [-1e-08, -1.7000000000000001e-07, 5.68363051]]","[[12.580218769999998, 0.00038673, 1.8e-06], [0.00038676, 12.5800448, 1.46e-06], [1.79e-06, 1.46e-06, 6.9195646700000015]]",2.45,6.0,10.69,True
42,mp-984,BN,4,194,42.1326017323,"Full Formula (B2 N2)
Reduced Formula: BN
abc   :   2.512428   2.512428   7.707265
angles:  90.000000  90.000000 119.999994
Sites (4)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  B     0.333333  0.666667  0.25
  1  B     0.666667  0.333333  0.75
  2  N     0.333333  0.666667  0.75
  3  N     0.666667  0.333333  0.25",4.48,"[[4.26095313, 9.94e-06, 6.000000000000001e-08], [1.0990000000000002e-05, 4.26096572, -4e-07], [-7e-08, 3.4e-07, 2.18221958]]","[[5.82817956, -1.6210000000000002e-05, -1.6099999999999998e-06], [-1.5159999999999992e-05, 5.828295339999999, 1.0600000000000002e-05], [-1.7399999999999999e-06, 1.134e-05, 2.37474925]]",1.89,3.57,4.68,False
43,mp-1266,Na2Se,3,225,80.4777023717,"Full Formula (Na2 Se1)
Reduced Formula: Na2Se
abc   :   4.846150   4.846150   4.846150
angles:  60.000001  60.000000  60.000001
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Na    0.75  0.75  0.75
  1  Na    0.25  0.25  0.25
  2  Se    0     0     0",2.02,"[[3.99007134, -0.00030185, -0.06485433], [-0.00056317, 3.91898218, -0.00025458], [-0.06452705, -0.00016776, 3.97205254]]","[[7.551415690000001, -0.00014539000000000002, -0.06415209], [-0.00040671, 7.47861355, 0.000178049999999], [-0.06382481, 0.00026486999999900004, 7.53308359]]",1.99,3.96,7.52,False
44,mp-570538,NaN3,4,12,60.1963443688,"Full Formula (Na1 N3)
Reduced Formula: NaN3
abc   :   3.673775   3.673775   5.408604
angles:  73.503363  73.503367  60.849531
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Na    0         0         0
  1  N     0.592454  0.592454  0.270436
  2  N     0.407546  0.407546  0.729564
  3  N     0.5       0.5       0.5",3.94,"[[2.06363753, 0.12075309000000001, -0.44671746], [0.12075319, 1.94308719, -0.27629456], [-0.44671717, -0.27629424, 2.95438701]]","[[4.38704133, 0.18040133, -1.03040403], [0.18040143, 4.200131049999999, -0.6374274600000001], [-1.03040374, -0.63742714, 6.90487555]]",1.52,2.32,5.16,False
45,mp-2659,LiN3,4,12,45.4173134206,"Full Formula (Li1 N3)
Reduced Formula: LiN3
abc   :   3.300365   3.300365   4.988583
angles:  75.186787  75.186787  61.079102
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0         0         0
  1  N     0.605811  0.605811  0.256707
  2  N     0.394189  0.394189  0.743293
  3  N     0.5       0.5       0.5",3.64,"[[2.41767393, 0.1867894, -0.62848839], [0.18678911, 2.22912759, -0.38679577], [-0.62849339, -0.38680015, 3.6410426300000003]]","[[7.993848829999999, -0.60794094, -1.52062149], [-0.60794123, 8.57576852, -0.9388979], [-1.5206264900000002, -0.93890228, 13.4371373]]",1.66,2.76,10.0,False
46,mp-8062,SiC,2,216,21.0005908394,"Full Formula (Si1 C1)
Reduced Formula: SiC
abc   :   3.096817   3.096816   3.096817
angles:  60.000004  60.000006  60.000001
Sites (2)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Si    0.25  0.25  0.25
  1  C     0     0     0",1.37,"[[6.99942497, -1.1160000000000002e-05, -0.00027376], [1.4140000000000002e-05, 6.99942031, -0.00019345], [0.00027252, 0.0001929, 6.99942488]]","[[10.35776183, 0.00039928999999900005, 0.0017078100000000001], [0.000424589999999, 10.35919337, 0.0018713599999990002], [0.0022540900000000003, 0.00225771, 10.35738641]]",2.65,7.0,10.36,False
47,mp-1778,BeO,2,216,13.980547968900002,"Full Formula (Be1 O1)
Reduced Formula: BeO
abc   :   2.704040   2.704040   2.704040
angles:  59.999995  59.999996  59.999997
Sites (2)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Be    0     0     0
  1  O     0.25  0.25  0.25",6.85,"[[3.10919667, 1.7399999999999999e-06, 3.1490000000000005e-05], [-1.1499999999999998e-06, 3.10919652, 2.2320000000000003e-05], [-3.087000000000001e-05, -2.1890000000000002e-05, 3.10919756]]","[[7.20348186, -0.00012088000000000001, -0.00252723], [-0.00012377000000000002, 7.20216201, -0.00162753], [-0.00258959, -0.0016717400000000001, 7.20307059]]",1.76,3.11,7.2,False
48,mp-13150,BN,2,160,20.0020797757,"Full Formula (B1 N1)
Reduced Formula: BN
abc   :   3.937866   3.937866   3.937866
angles:  37.194478  37.194487  37.194485
Sites (2)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  B     0.999586  0.999586  0.999586
  1  N     0.332847  0.332847  0.332847",4.39,"[[4.14124633, -0.19128057, -0.7097134700000001], [-0.19084186, 4.31448133, -0.45767808], [-0.7105811999999999, -0.45786499, 2.73617605]]","[[5.587325420000001, -0.31822236000000004, -1.18174759], [-0.31778365000000003, 5.8757250800000005, -0.76195477], [-1.18261532, -0.76214168, 3.24775799]]",1.93,3.73,4.9,False
49,mp-830,GaN,2,216,23.4804813386,"Full Formula (Ga1 N1)
Reduced Formula: GaN
abc   :   3.214208   3.214208   3.214208
angles:  60.000002  60.000002  60.000001
Sites (2)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Ga    0     0     0
  1  N     0.25  0.25  0.25",1.57,"[[6.08921003, -3.413000000000001e-05, 0.00037883000000000003], [-8.77e-05, 6.08926521, 0.00025582000000000003], [-0.00033503, -0.00021976, 6.08934894]]","[[10.97209904, 0.00033657, 0.00221709], [0.000283, 10.97157052, 0.00120509], [0.00150323, 0.0007295100000000001, 10.95005617]]",2.47,6.09,10.96,False
50,mp-1479,BP,2,216,23.499701743400003,"Full Formula (B1 P1)
Reduced Formula: BP
abc   :   3.215085   3.215085   3.215085
angles:  60.000008  60.000005  60.000006
Sites (2)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  B     0     0     0
  1  P     0.25  0.25  0.25",1.24,"[[9.17534828, -2.9690000000000002e-05, -0.00029879], [3.677e-05, 9.17533888, -0.00021418], [0.00031147, 0.00021726000000000002, 9.17535237]]","[[9.27084397, 0.00025069000000000003, 0.002297489999999], [0.00031715, 9.27211919, 0.000162559999999], [0.002907749999999, 0.0005939999999990001, 9.273250280000001]]",3.03,9.18,9.27,False
51,mp-22925,AgI,2,216,73.2195814191,"Full Formula (Ag1 I1)
Reduced Formula: AgI
abc   :   4.695848   4.695848   4.695849
angles:  60.000002  60.000002  59.999997
Sites (2)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Ag    0     0     0
  1  I     0.25  0.25  0.25",1.37,"[[5.02258892, 5.908000000000001e-05, 0.0003393], [3.6e-06, 5.02252843, 0.00022945], [-0.0003615, -0.00022121, 5.02256952]]","[[7.324262549999999, 0.00070997, 0.00140243], [0.00065449, 7.324297380000001, 0.00144811], [0.00070163, 0.00099745, 7.32508004]]",2.24,5.02,7.32,False
52,mp-2646,Mg3Sb2,5,164,133.474179494,"Full Formula (Mg3 Sb2)
Reduced Formula: Mg3Sb2
abc   :   4.600743   4.600743   7.281330
angles:  90.000000  90.000000 120.000007
Sites (5)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mg    0         0         0
  1  Mg    0.333333  0.666667  0.368325
  2  Mg    0.666667  0.333333  0.631675
  3  Sb    0.333333  0.666667  0.774749
  4  Sb    0.666667  0.333333  0.225251",0.22,"[[13.98286764, 6.667e-05, 0.00045758], [7.785000000000001e-05, 13.98341856, 0.00055179], [0.00040574000000000003, 0.00050559, 16.4381424]]","[[31.57198031, -0.01483751, 3.6000000000000014e-05], [-0.014826329999999001, 31.55605246, 0.0010708999999999998], [-1.5840000000000035e-05, 0.0010247, 34.011362219999995]]",3.85,14.8,32.38,False
53,mp-13033,MgTe,2,216,69.0566604377,"Full Formula (Mg1 Te1)
Reduced Formula: MgTe
abc   :   4.605112   4.605112   4.605112
angles:  59.999998  60.000000  60.000002
Sites (2)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Mg    0     0     0
  1  Te    0.25  0.25  0.25",2.32,"[[5.50305527, 3.561e-05, 0.00033091], [-1.7800000000000002e-05, 5.50307772, 0.00022709], [-0.00032674, -0.00022389, 5.50310092]]","[[7.97647441, 6.159e-05, 0.00180196], [8.18e-06, 7.975963890000001, 0.0004945700000000001], [0.00114431, 4.3590000000000015e-05, 7.97797029]]",2.35,5.5,7.98,False
54,mp-760,FeSe2,6,58,100.133223341,"Full Formula (Fe2 Se4)
Reduced Formula: FeSe2
abc   :   3.600591   4.808820   5.783169
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  Fe    0    0         0
  1  Fe    0.5  0.5       0.5
  2  Se    0    0.218251  0.367196
  3  Se    0    0.781749  0.632804
  4  Se    0.5  0.718251  0.132804
  5  Se    0.5  0.281749  0.867196",0.36,"[[23.81039, 1.95e-06, -5.639999999999999e-06], [-4.16e-06, 29.65331536, 0.00013522], [4e-07, 0.0005094300000000001, 26.63942654]]","[[28.620467050000002, -2.3290000000000002e-05, 0.00019804], [-2.9400000000000003e-05, 43.20100061, 0.0017226], [0.00020408, 0.00209681, 38.681731]]",5.17,26.7,36.83,False
55,mp-1522,FeS2,6,58,81.42106939930001,"Full Formula (Fe2 S4)
Reduced Formula: FeS2
abc   :   3.390309   4.438316   5.411022
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP      a         b        c
---  ----  ---  --------  -------
  0  Fe    0.5  0.5       0.5
  1  Fe    0    0         0
  2  S     0.5  0.293999  0.87533
  3  S     0.5  0.706001  0.12467
  4  S     0    0.206001  0.37533
  5  S     0    0.793999  0.62467",0.87,"[[19.50285217, -7.67e-06, -1.6240000000000004e-05], [1.17e-05, 22.60238579, 0.00016974], [1.7860000000000002e-05, 0.00018286, 21.07436539]]","[[23.226930290000002, -1.17e-05, 0.00019652], [7.67e-06, 30.05109137, -0.00071674], [0.00023061999999900002, -0.0007036200000000001, 29.17553677]]",4.59,21.06,27.48,False
56,mp-12779,CdTe,4,186,145.822681925,"Full Formula (Cd2 Te2)
Reduced Formula: CdTe
abc   :   4.684303   4.684302   7.673695
angles:  90.000000  90.000000 119.999997
Sites (4)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Cd    0.333333  0.666667  9.2e-05
  1  Cd    0.666667  0.333333  0.500092
  2  Te    0.333333  0.666667  0.374908
  3  Te    0.666667  0.333333  0.874908",0.62,"[[9.14474887, -3.291e-05, -0.00079416], [-3.437e-05, 9.14529656, -0.00109989], [0.00076336, 0.00118177, 9.0112267]]","[[12.30877635, 1.6589999999999992e-05, -0.00815611], [1.512999999999999e-05, 12.31055894, 0.01564355], [-0.0065985900000000005, 0.017925209999999, 12.686614859999999]]",3.02,9.1,12.44,False
57,mp-559798,NiF2,6,136,68.9778629217,"Full Formula (Ni2 F4)
Reduced Formula: NiF2
abc   :   3.120903   4.701265   4.701265
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP      a         b         c
---  ----  ---  --------  --------
  0  Ni    0.5  0.5       0.5
  1  Ni    0    0         0
  2  F     0    0.696021  0.696021
  3  F     0.5  0.803979  0.196021
  4  F     0    0.303979  0.303979
  5  F     0.5  0.196021  0.803979",4.8,"[[2.59761082, 1.735e-05, 4.1120000000000006e-05], [-8.289999999999999e-06, 2.46528002, 0.00172934], [2.251e-05, 0.00247712, 2.4653152]]","[[4.92855197, 0.00032624, 0.00011924], [0.0003006, 5.341608, 0.00656461], [0.00010063, 0.00731239, 5.341669270000001]]",1.58,2.51,5.2,False
58,mp-7991,BN,4,194,43.677379746099994,"Full Formula (B2 N2)
Reduced Formula: BN
abc   :   2.511976   2.511976   7.992727
angles:  90.000000  90.000000 120.000000
Sites (4)
  #  SP           a         b     c
---  ----  --------  --------  ----
  0  B     0.666667  0.333333  0.75
  1  B     0.333333  0.666667  0.25
  2  N     0         0         0.75
  3  N     0         0         0.25",4.16,"[[4.15898168, -4.91e-06, 6e-07], [-5.33e-06, 4.15897691, -4e-08], [-5.599999999999999e-07, 8e-08, 2.06641272]]","[[5.6697068999999995, 0.00014363, -1.4570000000000001e-05], [0.00014321, 5.669476749999999, 1.3e-06], [-1.573e-05, 1.42e-06, 2.22194388]]",1.86,3.46,4.52,False
59,mp-1602,SiS2,6,72,189.62098689799998,"Full Formula (Si2 S4)
Reduced Formula: SiS2
abc   :   5.585152   6.214268   6.877593
angles: 116.857708 113.956299  90.000003
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Si    0.75      0         0
  1  Si    0.25      0         0
  2  S     0.894547  0.708947  0.789095
  3  S     0.105453  0.291053  0.210905
  4  S     0.605453  0.919852  0.210905
  5  S     0.394547  0.080148  0.789095",3.07,"[[3.81892619, 0.01588695, -0.57409474], [0.015870350000000002, 2.63662843, 0.0315197], [-0.57409427, 0.031559870000000004, 2.96500894]]","[[5.73265696, 0.01587672, -1.4700098700000002], [0.015860120000000002, 2.76740764, 0.03150657], [-1.4700094, 0.031546740000000004, 3.54641225]]",1.77,3.14,4.02,False
60,mp-22903,RbI,2,225,104.957098894,"Full Formula (Rb1 I1)
Reduced Formula: RbI
abc   :   5.294711   5.294712   5.294711
angles:  59.999997  59.999994  60.000003
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Rb    0    0    0
  1  I     0.5  0.5  0.5",3.78,"[[2.70862925, -1.6570000000000002e-05, -9e-08], [-1.666e-05, 2.70866555, -5.9e-07], [-6.000000000000001e-08, -5.699999999999999e-07, 2.70864416]]","[[5.69053856, 0.0006354700000000001, -1.736e-05], [0.0006353800000000001, 5.68739132, 1.652e-05], [-1.7330000000000002e-05, 1.654e-05, 5.68676456]]",1.65,2.71,5.69,False
61,mp-2815,MoS2,6,194,131.151054179,"Full Formula (Mo2 S4)
Reduced Formula: MoS2
abc   :   3.190316   3.190315  14.879004
angles:  90.000000  90.000000 120.000006
Sites (6)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Mo    0.666667  0.333333  0.75
  1  Mo    0.333333  0.666667  0.25
  2  S     0.333333  0.666667  0.855174
  3  S     0.666667  0.333333  0.355174
  4  S     0.333333  0.666667  0.644826
  5  S     0.666667  0.333333  0.144826",1.23,"[[12.62835527, -3.8499999999999996e-06, -0.0011931700000000001], [6.0480000000000004e-05, 12.62822913, -0.00149058], [-0.00103631, -0.00128952, 3.2671537]]","[[12.99379532, -0.01598119, -0.001141039999999], [-0.015916859999999002, 13.00700153, -0.00142984], [-0.000984179999999, -0.001228779999999, 3.27242012]]",3.08,9.51,9.76,True
62,mp-1153,Li2S,3,225,46.820714009899994,"Full Formula (Li2 S1)
Reduced Formula: Li2S
abc   :   4.045614   4.045613   4.045613
angles:  59.999993  59.999996  59.999994
Sites (3)
  #  SP       a     b     c
---  ----  ----  ----  ----
  0  Li    0.25  0.25  0.25
  1  Li    0.75  0.75  0.75
  2  S     0     0     0",3.39,"[[3.86417785, -1.0850000000000001e-05, -2.22e-06], [-1.043e-05, 3.86420138, 1.2e-07], [-2.24e-06, 1.6e-07, 3.86413748]]","[[7.42236836, 0.00012768, 5.2260000000000004e-05], [0.0001281, 7.42151328, 2.0560000000000003e-05], [5.224000000000001e-05, 2.0600000000000003e-05, 7.42254038]]",1.97,3.86,7.42,False
63,mp-23295,RbCl,2,225,75.1479181309,"Full Formula (Rb1 Cl1)
Reduced Formula: RbCl
abc   :   4.736716   4.736716   4.736716
angles:  59.999997  59.999998  59.999998
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Rb    0    0    0
  1  Cl    0.5  0.5  0.5",4.84,"[[2.2804469, 4.961000000000001e-05, -1.7840000000000002e-05], [4.9890000000000005e-05, 2.28062437, -8.963e-05], [-1.7820000000000002e-05, -8.961e-05, 2.28047494]]","[[5.64977277, 0.0007781499999990001, -3.1410000000000006e-05], [0.00077843, 5.65015282, -8.315e-05], [-3.138999999999999e-05, -8.313000000000001e-05, 5.6448421]]",1.51,2.28,5.65,False
64,mp-1415,CaSe,2,225,53.051373588000004,"Full Formula (Ca1 Se1)
Reduced Formula: CaSe
abc   :   4.217650   4.217650   4.217650
angles:  60.000002  60.000000  59.999998
Sites (2)
  #  SP      a    b    c
---  ----  ---  ---  ---
  0  Ca    0    0    0
  1  Se    0.5  0.5  0.5",2.08,"[[5.61695925, -4.929999999999999e-06, 1.55e-06], [-6.66e-06, 5.61698057, 9.72e-06], [1.5899999999999998e-06, 1.033e-05, 5.61698818]]","[[12.46769131, 0.00023453, 3.29e-06], [0.0002328, 12.475287, 1.8099999999999992e-06], [3.33e-06, 2.419999999999999e-06, 12.46778082]]",2.37,5.62,12.47,False
65,mp-827,KN3,8,140,139.379528874,"Full Formula (K2 N6)
Reduced Formula: KN3
abc   :   5.687563   5.687562   5.687563
angles: 101.041166 113.843688 113.843695
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  K     0         0.75      0.75
  1  K     0         0.25      0.25
  2  N     0.5       0         0.5
  3  N     0.5       0.5       0
  4  N     0.770662  0.635331  0.135331
  5  N     0.5       0.135331  0.364669
  6  N     0.5       0.864669  0.635331
  7  N     0.229338  0.364669  0.864669",4.16,"[[2.58575024, 0.18781149, 0.1802887], [0.18779917000000002, 2.40571658, -0.28597227000000003], [0.18026654, -0.28596003000000003, 2.42968811]]","[[6.37028665, 0.285439169999999, 0.27462056], [0.28542685, 6.09633331, -0.43531641], [0.27459839999999996, -0.43530417, 6.15647753]]",1.57,2.47,6.21,False
66,mp-2341,Li3N,8,194,69.8615203909,"Full Formula (Li6 N2)
Reduced Formula: Li3N
abc   :   3.564525   3.564526   6.348980
angles:  90.000000  90.000000 120.000001
Sites (8)
  #  SP           a         b         c
---  ----  --------  --------  --------
  0  Li    0         0         0.25
  1  Li    0         0         0.75
  2  Li    0.333333  0.666667  0.576653
  3  Li    0.666667  0.333333  0.076653
  4  Li    0.666667  0.333333  0.423347
  5  Li    0.333333  0.666667  0.923347
  6  N     0.333333  0.666667  0.25
  7  N     0.666667  0.333333  0.75",1.22,"[[5.33314631, 2.265e-05, -0.00032409999999999996], [3.2330000000000004e-05, 5.33316355, 0.00010355], [0.00023298, -1.542e-05, 6.06583442]]","[[13.05318548, -0.00034754, -0.000419], [-0.00033786, 13.045691640000001, -0.0006403100000000001], [0.00013808, -0.0007592800000000001, 13.28755853]]",2.36,5.58,13.13,False
